DateTime,Away,Home
"Wed, Nov 12, 2008 8:00 pm",Portland Trail Blazers,Miami Heat
"Wed, Nov 12, 2008 7:00 pm",San Antonio Spurs,Milwaukee Bucks
"Wed, Nov 12, 2008 7:30 pm",Indiana Pacers,New Jersey Nets
"Wed, Nov 12, 2008 7:00 pm",Los Angeles Lakers,New Orleans Hornets
"Wed, Nov 12, 2008 7:00 pm",Orlando Magic,Oklahoma City Thunder
"Wed, Nov 12, 2008 8:30 pm",Houston Rockets,Phoenix Suns
"Wed, Nov 12, 2008 7:00 pm",Philadelphia 76ers,Toronto Raptors
"Wed, Nov 12, 2008 8:00 pm",Utah Jazz,Washington Wizards
"Thu, Nov 13, 2008 7:30 pm",Dallas Mavericks,Chicago Bulls
"Thu, Nov 13, 2008 8:00 pm",Denver Nuggets,Cleveland Cavaliers
"Thu, Nov 13, 2008 7:30 pm",Detroit Pistons,Golden State Warriors
"Fri, Nov 14, 2008 8:00 pm",Denver Nuggets,Boston Celtics
"Fri, Nov 14, 2008 7:00 pm",Utah Jazz,Charlotte Bobcats
"Fri, Nov 14, 2008 7:30 pm",Orlando Magic,Dallas Mavericks
"Fri, Nov 14, 2008 7:00 pm",Philadelphia 76ers,Indiana Pacers
"Fri, Nov 14, 2008 7:30 pm",Detroit Pistons,Los Angeles Lakers
"Fri, Nov 14, 2008 7:00 pm",Milwaukee Bucks,Memphis Grizzlies
"Fri, Nov 14, 2008 7:30 pm",Washington Wizards,Miami Heat
"Fri, Nov 14, 2008 7:30 pm",Atlanta Hawks,New Jersey Nets
"Fri, Nov 14, 2008 7:00 pm",Portland Trail Blazers,New Orleans Hornets
"Fri, Nov 14, 2008 7:30 pm",Oklahoma City Thunder,New York Knicks
"Fri, Nov 14, 2008 7:00 pm",Phoenix Suns,Sacramento Kings
"Fri, Nov 14, 2008 7:30 pm",Houston Rockets,San Antonio Spurs
"Sat, Nov 15, 2008 7:00 pm",New Jersey Nets,Atlanta Hawks
"Sat, Nov 15, 2008 7:30 pm",Indiana Pacers,Chicago Bulls
"Sat, Nov 15, 2008 7:30 pm",Utah Jazz,Cleveland Cavaliers
"Sat, Nov 15, 2008 7:30 pm",New Orleans Hornets,Houston Rockets
"Sat, Nov 15, 2008 12:30 pm",Golden State Warriors,Los Angeles Clippers
"Sat, Nov 15, 2008 7:30 pm",Boston Celtics,Milwaukee Bucks
"Sat, Nov 15, 2008 7:00 pm",Portland Trail Blazers,Minnesota Timberwolves
"Sat, Nov 15, 2008 7:00 pm",Oklahoma City Thunder,Philadelphia 76ers
"Sun, Nov 16, 2008 5:30 pm",Orlando Magic,Charlotte Bobcats
"Sun, Nov 16, 2008 6:00 pm",Minnesota Timberwolves,Denver Nuggets
"Sun, Nov 16, 2008 6:00 pm",Dallas Mavericks,New York Knicks
"Sun, Nov 16, 2008 6:00 pm",Detroit Pistons,Phoenix Suns
"Sun, Nov 16, 2008 6:00 pm",San Antonio Spurs,Sacramento Kings
"Sun, Nov 16, 2008 1:00 pm",Miami Heat,Toronto Raptors
"Mon, Nov 17, 2008 7:30 pm",San Antonio Spurs,Los Angeles Clippers
"Mon, Nov 17, 2008 7:00 pm",Houston Rockets,Oklahoma City Thunder
"Mon, Nov 17, 2008 7:00 pm",Phoenix Suns,Utah Jazz
"Tue, Nov 18, 2008 7:30 pm",New York Knicks,Boston Celtics
"Tue, Nov 18, 2008 7:00 pm",Dallas Mavericks,Charlotte Bobcats
"Tue, Nov 18, 2008 7:00 pm",Milwaukee Bucks,Denver Nuggets
"Tue, Nov 18, 2008 7:30 pm",Portland Trail Blazers,Golden State Warriors
"Tue, Nov 18, 2008 7:00 pm",Atlanta Hawks,Indiana Pacers
"Tue, Nov 18, 2008 7:30 pm",Chicago Bulls,Los Angeles Lakers
"Tue, Nov 18, 2008 7:00 pm",Sacramento Kings,Memphis Grizzlies
"Tue, Nov 18, 2008 7:30 pm",Cleveland Cavaliers,New Jersey Nets
"Tue, Nov 18, 2008 7:00 pm",Toronto Raptors,Orlando Magic
"Tue, Nov 18, 2008 7:00 pm",Miami Heat,Washington Wizards
"Wed, Nov 19, 2008 7:00 pm",Washington Wizards,Atlanta Hawks
"Wed, Nov 19, 2008 7:30 pm",Cleveland Cavaliers,Detroit Pistons
"Wed, Nov 19, 2008 7:00 pm",Dallas Mavericks,Houston Rockets
"Wed, Nov 19, 2008 7:30 pm",Toronto Raptors,Miami Heat
"Wed, Nov 19, 2008 7:00 pm",Philadelphia 76ers,Minnesota Timberwolves
"Wed, Nov 19, 2008 7:00 pm",Sacramento Kings,New Orleans Hornets
"Wed, Nov 19, 2008 7:00 pm",Los Angeles Clippers,Oklahoma City Thunder
"Wed, Nov 19, 2008 7:30 pm",Chicago Bulls,Portland Trail Blazers
"Wed, Nov 19, 2008 7:30 pm",Denver Nuggets,San Antonio Spurs
"Wed, Nov 19, 2008 7:00 pm",Milwaukee Bucks,Utah Jazz
"Thu, Nov 20, 2008 8:00 pm",Detroit Pistons,Boston Celtics
"Thu, Nov 20, 2008 8:30 pm",Los Angeles Lakers,Phoenix Suns
"Fri, Nov 21, 2008 7:30 pm",Charlotte Bobcats,Atlanta Hawks
"Fri, Nov 21, 2008 7:30 pm",Memphis Grizzlies,Dallas Mavericks
"Fri, Nov 21, 2008 7:30 pm",Chicago Bulls,Golden State Warriors
"Fri, Nov 21, 2008 7:00 pm",Orlando Magic,Indiana Pacers
"Fri, Nov 21, 2008 7:30 pm",Denver Nuggets,Los Angeles Lakers
"Fri, Nov 21, 2008 7:30 pm",New York Knicks,Milwaukee Bucks
"Fri, Nov 21, 2008 7:00 pm",Boston Celtics,Minnesota Timberwolves
"Fri, Nov 21, 2008 8:30 pm",New Orleans Hornets,Oklahoma City Thunder
"Fri, Nov 21, 2008 7:00 pm",Los Angeles Clippers,Philadelphia 76ers
"Fri, Nov 21, 2008 7:00 pm",Portland Trail Blazers,Sacramento Kings
"Fri, Nov 21, 2008 7:30 pm",Utah Jazz,San Antonio Spurs
"Fri, Nov 21, 2008 7:00 pm",New Jersey Nets,Toronto Raptors
"Fri, Nov 21, 2008 7:00 pm",Houston Rockets,Washington Wizards
"Sat, Nov 22, 2008 7:00 pm",Milwaukee Bucks,Charlotte Bobcats
"Sat, Nov 22, 2008 7:30 pm",Atlanta Hawks,Cleveland Cavaliers
"Sat, Nov 22, 2008 7:00 pm",Utah Jazz,Memphis Grizzlies
"Sat, Nov 22, 2008 7:30 pm",Indiana Pacers,Miami Heat
"Sat, Nov 22, 2008 7:30 pm",Los Angeles Clippers,New Jersey Nets
"Sat, Nov 22, 2008 7:00 pm",Oklahoma City Thunder,New Orleans Hornets
"Sat, Nov 22, 2008 7:30 pm",Washington Wizards,New York Knicks
"Sat, Nov 22, 2008 7:00 pm",Houston Rockets,Orlando Magic
"Sat, Nov 22, 2008 7:00 pm",Portland Trail Blazers,Phoenix Suns
"Sun, Nov 23, 2008 7:00 pm",Chicago Bulls,Denver Nuggets
"Sun, Nov 23, 2008 6:00 pm",Minnesota Timberwolves,Detroit Pistons
"Sun, Nov 23, 2008 6:30 pm",Sacramento Kings,Los Angeles Lakers
"Sun, Nov 23, 2008 5:00 pm",Golden State Warriors,Philadelphia 76ers
"Sun, Nov 23, 2008 12:30 pm",Boston Celtics,Toronto Raptors
"Mon, Nov 24, 2008 7:00 pm",Philadelphia 76ers,Charlotte Bobcats
"Mon, Nov 24, 2008 7:30 pm",New Orleans Hornets,Los Angeles Clippers
"Mon, Nov 24, 2008 7:00 pm",San Antonio Spurs,Memphis Grizzlies
"Mon, Nov 24, 2008 7:30 pm",Houston Rockets,Miami Heat
"Mon, Nov 24, 2008 7:00 pm",Milwaukee Bucks,Orlando Magic
"Mon, Nov 24, 2008 7:00 pm",Sacramento Kings,Portland Trail Blazers
"Mon, Nov 24, 2008 7:00 pm",Chicago Bulls,Utah Jazz
"Tue, Nov 25, 2008 7:30 pm",Indiana Pacers,Dallas Mavericks
"Tue, Nov 25, 2008 7:30 pm",New Jersey Nets,Los Angeles Lakers
"Tue, Nov 25, 2008 7:30 pm",Cleveland Cavaliers,New York Knicks
"Tue, Nov 25, 2008 7:00 pm",Phoenix Suns,Oklahoma City Thunder
"Tue, Nov 25, 2008 7:00 pm",Golden State Warriors,Washington Wizards
"Wed, Nov 26, 2008 7:00 pm",Milwaukee Bucks,Atlanta Hawks
"Wed, Nov 26, 2008 7:30 pm",Golden State Warriors,Boston Celtics
"Wed, Nov 26, 2008 7:00 pm",Oklahoma City Thunder,Cleveland Cavaliers
"Wed, Nov 26, 2008 8:00 pm",New York Knicks,Detroit Pistons
"Wed, Nov 26, 2008 7:30 pm",Indiana Pacers,Houston Rockets
"Wed, Nov 26, 2008 7:30 pm",Denver Nuggets,Los Angeles Clippers
"Wed, Nov 26, 2008 7:00 pm",Phoenix Suns,Minnesota Timberwolves
"Wed, Nov 26, 2008 7:30 pm",Orlando Magic,Philadelphia 76ers
"Wed, Nov 26, 2008 7:00 pm",Miami Heat,Portland Trail Blazers
"Wed, Nov 26, 2008 7:00 pm",New Jersey Nets,Sacramento Kings
"Wed, Nov 26, 2008 7:30 pm",Chicago Bulls,San Antonio Spurs
"Wed, Nov 26, 2008 7:00 pm",Charlotte Bobcats,Toronto Raptors
"Wed, Nov 26, 2008 7:00 pm",Memphis Grizzlies,Utah Jazz
"Thu, Nov 27, 2008 8:30 pm",New Orleans Hornets,Denver Nuggets
"Thu, Nov 27, 2008 8:00 pm",Orlando Magic,Washington Wizards
"Fri, Nov 28, 2008 7:30 pm",Philadelphia 76ers,Boston Celtics
"Fri, Nov 28, 2008 7:30 pm",Golden State Warriors,Cleveland Cavaliers
"Fri, Nov 28, 2008 8:00 pm",Milwaukee Bucks,Detroit Pistons
"Fri, Nov 28, 2008 8:00 pm",Charlotte Bobcats,Indiana Pacers
"Fri, Nov 28, 2008 7:30 pm",Dallas Mavericks,Los Angeles Lakers
"Fri, Nov 28, 2008 7:00 pm",Minnesota Timberwolves,Oklahoma City Thunder
"Fri, Nov 28, 2008 6:00 pm",Miami Heat,Phoenix Suns
"Fri, Nov 28, 2008 7:00 pm",New Orleans Hornets,Portland Trail Blazers
"Fri, Nov 28, 2008 7:30 pm",Memphis Grizzlies,San Antonio Spurs
"Fri, Nov 28, 2008 7:00 pm",Atlanta Hawks,Toronto Raptors
"Fri, Nov 28, 2008 7:00 pm",Sacramento Kings,Utah Jazz
"Sat, Nov 29, 2008 7:00 pm",Boston Celtics,Charlotte Bobcats
"Sat, Nov 29, 2008 7:30 pm",San Antonio Spurs,Houston Rockets
"Sat, Nov 29, 2008 7:30 pm",Miami Heat,Los Angeles Clippers
"Sat, Nov 29, 2008 7:00 pm",Oklahoma City Thunder,Memphis Grizzlies
"Sat, Nov 29, 2008 8:00 pm",Cleveland Cavaliers,Milwaukee Bucks
"Sat, Nov 29, 2008 7:00 pm",Denver Nuggets,Minnesota Timberwolves
"Sat, Nov 29, 2008 7:30 pm",Golden State Warriors,New York Knicks
"Sat, Nov 29, 2008 7:00 pm",Indiana Pacers,Orlando Magic
"Sat, Nov 29, 2008 7:00 pm",Dallas Mavericks,Sacramento Kings
"Sat, Nov 29, 2008 7:00 pm",New Jersey Nets,Utah Jazz
"Sat, Nov 29, 2008 7:00 pm",Atlanta Hawks,Washington Wizards
"Sun, Nov 30, 2008 6:00 pm",Houston Rockets,Denver Nuggets
"Sun, Nov 30, 2008 3:00 pm",Portland Trail Blazers,Detroit Pistons
"Sun, Nov 30, 2008 6:30 pm",Toronto Raptors,Los Angeles Lakers
"Sun, Nov 30, 2008 5:00 pm",Chicago Bulls,Philadelphia 76ers
"Sun, Nov 30, 2008 6:00 pm",New Jersey Nets,Phoenix Suns
"Mon, Dec 1, 2008 7:30 pm",Orlando Magic,Boston Celtics
"Mon, Dec 1, 2008 7:00 pm",Minnesota Timberwolves,Charlotte Bobcats
"Mon, Dec 1, 2008 7:30 pm",Miami Heat,Golden State Warriors
"Tue, Dec 2, 2008 7:30 pm",Philadelphia 76ers,Chicago Bulls
"Tue, Dec 2, 2008 7:30 pm",Los Angeles Clippers,Dallas Mavericks
"Tue, Dec 2, 2008 7:00 pm",Toronto Raptors,Denver Nuggets
"Tue, Dec 2, 2008 7:00 pm",Los Angeles Lakers,Indiana Pacers
"Tue, Dec 2, 2008 7:30 pm",Washington Wizards,New Jersey Nets
"Tue, Dec 2, 2008 7:30 pm",Portland Trail Blazers,New York Knicks
"Tue, Dec 2, 2008 7:00 pm",Utah Jazz,Sacramento Kings
"Tue, Dec 2, 2008 7:30 pm",Detroit Pistons,San Antonio Spurs
"Wed, Dec 3, 2008 7:00 pm",Memphis Grizzlies,Atlanta Hawks
"Wed, Dec 3, 2008 7:30 pm",Indiana Pacers,Boston Celtics
"Wed, Dec 3, 2008 7:00 pm",Oklahoma City Thunder,Charlotte Bobcats
"Wed, Dec 3, 2008 7:00 pm",New York Knicks,Cleveland Cavaliers
"Wed, Dec 3, 2008 7:30 pm",Los Angeles Clippers,Houston Rockets
"Wed, Dec 3, 2008 7:00 pm",Chicago Bulls,Milwaukee Bucks
"Wed, Dec 3, 2008 7:00 pm",Phoenix Suns,New Orleans Hornets
"Wed, Dec 3, 2008 7:00 pm",Minnesota Timberwolves,Orlando Magic
"Wed, Dec 3, 2008 7:00 pm",Los Angeles Lakers,Philadelphia 76ers
"Wed, Dec 3, 2008 7:00 pm",Miami Heat,Utah Jazz
"Wed, Dec 3, 2008 7:00 pm",Portland Trail Blazers,Washington Wizards
"Thu, Dec 4, 2008 7:00 pm",Phoenix Suns,Dallas Mavericks
"Thu, Dec 4, 2008 8:30 pm",San Antonio Spurs,Denver Nuggets
"Fri, Dec 5, 2008 7:30 pm",New York Knicks,Atlanta Hawks
"Fri, Dec 5, 2008 8:00 pm",Portland Trail Blazers,Boston Celtics
"Fri, Dec 5, 2008 7:30 pm",Indiana Pacers,Cleveland Cavaliers
"Fri, Dec 5, 2008 8:00 pm",Philadelphia 76ers,Detroit Pistons
"Fri, Dec 5, 2008 7:30 pm",Golden State Warriors,Houston Rockets
"Fri, Dec 5, 2008 7:00 pm",Los Angeles Clippers,Memphis Grizzlies
"Fri, Dec 5, 2008 7:30 pm",Charlotte Bobcats,Milwaukee Bucks
"Fri, Dec 5, 2008 7:30 pm",Minnesota Timberwolves,New Jersey Nets
"Fri, Dec 5, 2008 7:00 pm",Oklahoma City Thunder,Orlando Magic
"Fri, Dec 5, 2008 8:30 pm",Toronto Raptors,Utah Jazz
"Fri, Dec 5, 2008 7:00 pm",Los Angeles Lakers,Washington Wizards
"Sat, Dec 6, 2008 7:00 pm",Cleveland Cavaliers,Charlotte Bobcats
"Sat, Dec 6, 2008 7:30 pm",Washington Wizards,Chicago Bulls
"Sat, Dec 6, 2008 7:30 pm",Atlanta Hawks,Dallas Mavericks
"Sat, Dec 6, 2008 7:30 pm",Oklahoma City Thunder,Miami Heat
"Sat, Dec 6, 2008 7:00 pm",Los Angeles Clippers,Minnesota Timberwolves
"Sat, Dec 6, 2008 7:00 pm",Memphis Grizzlies,New Orleans Hornets
"Sat, Dec 6, 2008 7:30 pm",New Jersey Nets,Philadelphia 76ers
"Sat, Dec 6, 2008 7:00 pm",Utah Jazz,Phoenix Suns
"Sat, Dec 6, 2008 7:00 pm",Denver Nuggets,Sacramento Kings
"Sat, Dec 6, 2008 7:30 pm",Golden State Warriors,San Antonio Spurs
"Sun, Dec 7, 2008 6:00 pm",Boston Celtics,Indiana Pacers
"Sun, Dec 7, 2008 6:30 pm",Milwaukee Bucks,Los Angeles Lakers
"Sun, Dec 7, 2008 12:00 pm",Detroit Pistons,New York Knicks
"Sun, Dec 7, 2008 1:00 pm",Portland Trail Blazers,Toronto Raptors
"Mon, Dec 8, 2008 7:30 pm",Orlando Magic,Los Angeles Clippers
"Mon, Dec 8, 2008 7:00 pm",Houston Rockets,Memphis Grizzlies
"Mon, Dec 8, 2008 7:30 pm",Charlotte Bobcats,Miami Heat
"Mon, Dec 8, 2008 7:00 pm",Golden State Warriors,Oklahoma City Thunder
"Tue, Dec 9, 2008 7:30 pm",New York Knicks,Chicago Bulls
"Tue, Dec 9, 2008 7:00 pm",Toronto Raptors,Cleveland Cavaliers
"Tue, Dec 9, 2008 7:30 pm",San Antonio Spurs,Dallas Mavericks
"Tue, Dec 9, 2008 7:30 pm",Atlanta Hawks,Houston Rockets
"Tue, Dec 9, 2008 7:00 pm",Utah Jazz,Minnesota Timberwolves
"Tue, Dec 9, 2008 7:00 pm",Milwaukee Bucks,Phoenix Suns
"Tue, Dec 9, 2008 7:00 pm",Orlando Magic,Portland Trail Blazers
"Tue, Dec 9, 2008 7:00 pm",Los Angeles Lakers,Sacramento Kings
"Tue, Dec 9, 2008 7:00 pm",Detroit Pistons,Washington Wizards
"Wed, Dec 10, 2008 7:00 pm",Minnesota Timberwolves,Denver Nuggets
"Wed, Dec 10, 2008 7:30 pm",Milwaukee Bucks,Golden State Warriors
"Wed, Dec 10, 2008 7:30 pm",Phoenix Suns,Los Angeles Lakers
"Wed, Dec 10, 2008 7:30 pm",New York Knicks,New Jersey Nets
"Wed, Dec 10, 2008 7:00 pm",Charlotte Bobcats,New Orleans Hornets
"Wed, Dec 10, 2008 7:00 pm",Memphis Grizzlies,Oklahoma City Thunder
"Wed, Dec 10, 2008 8:00 pm",Cleveland Cavaliers,Philadelphia 76ers
"Wed, Dec 10, 2008 7:30 pm",Atlanta Hawks,San Antonio Spurs
"Wed, Dec 10, 2008 7:00 pm",Indiana Pacers,Toronto Raptors
"Thu, Dec 11, 2008 7:30 pm",Charlotte Bobcats,Dallas Mavericks
"Thu, Dec 11, 2008 8:30 pm",Portland Trail Blazers,Utah Jazz
"Thu, Dec 11, 2008 8:00 pm",Boston Celtics,Washington Wizards
"Fri, Dec 12, 2008 8:00 pm",New Orleans Hornets,Boston Celtics
"Fri, Dec 12, 2008 7:30 pm",Philadelphia 76ers,Cleveland Cavaliers
"Fri, Dec 12, 2008 8:00 pm",Indiana Pacers,Detroit Pistons
"Fri, Dec 12, 2008 7:30 pm",Houston Rockets,Golden State Warriors
"Fri, Dec 12, 2008 7:30 pm",Sacramento Kings,Los Angeles Lakers
"Fri, Dec 12, 2008 7:00 pm",Chicago Bulls,Memphis Grizzlies
"Fri, Dec 12, 2008 7:30 pm",Atlanta Hawks,Miami Heat
"Fri, Dec 12, 2008 7:00 pm",San Antonio Spurs,Minnesota Timberwolves
"Fri, Dec 12, 2008 7:30 pm",Toronto Raptors,New Jersey Nets
"Fri, Dec 12, 2008 7:00 pm",Orlando Magic,Phoenix Suns
"Fri, Dec 12, 2008 7:00 pm",Los Angeles Clippers,Portland Trail Blazers
"Sat, Dec 13, 2008 7:00 pm",Cleveland Cavaliers,Atlanta Hawks
"Sat, Dec 13, 2008 7:00 pm",Detroit Pistons,Charlotte Bobcats
"Sat, Dec 13, 2008 7:30 pm",New Jersey Nets,Chicago Bulls
