DateTime,Away,Home
"Fri, Dec 13, 2013 9:00 pm",Sacramento Kings,Phoenix Suns
"Fri, Dec 13, 2013 8:30 pm",Minnesota Timberwolves,San Antonio Spurs
"Fri, Dec 13, 2013 7:00 pm",Philadelphia 76ers,Toronto Raptors
"Sat, Dec 14, 2013 7:00 pm",Los Angeles Lakers,Charlotte Bobcats
"Sat, Dec 14, 2013 8:00 pm",Toronto Raptors,Chicago Bulls
"Sat, Dec 14, 2013 8:30 pm",Milwaukee Bucks,Dallas Mavericks
"Sat, Dec 14, 2013 7:30 pm",Cleveland Cavaliers,Miami Heat
"Sat, Dec 14, 2013 7:30 pm",Atlanta Hawks,New York Knicks
"Sat, Dec 14, 2013 8:00 pm",Portland Trail Blazers,Philadelphia 76ers
"Sat, Dec 14, 2013 9:00 pm",San Antonio Spurs,Utah Jazz
"Sat, Dec 14, 2013 7:00 pm",Los Angeles Clippers,Washington Wizards
"Sun, Dec 15, 2013 8:00 pm",New Orleans Pelicans,Denver Nuggets
"Sun, Dec 15, 2013 6:00 pm",Portland Trail Blazers,Detroit Pistons
"Sun, Dec 15, 2013 6:00 pm",Minnesota Timberwolves,Memphis Grizzlies
"Sun, Dec 15, 2013 7:00 pm",Orlando Magic,Oklahoma City Thunder
"Sun, Dec 15, 2013 8:00 pm",Golden State Warriors,Phoenix Suns
"Sun, Dec 15, 2013 6:00 pm",Houston Rockets,Sacramento Kings
"Mon, Dec 16, 2013 7:30 pm",Los Angeles Lakers,Atlanta Hawks
"Mon, Dec 16, 2013 7:30 pm",Minnesota Timberwolves,Boston Celtics
"Mon, Dec 16, 2013 7:30 pm",Philadelphia 76ers,Brooklyn Nets
"Mon, Dec 16, 2013 8:00 pm",Orlando Magic,Chicago Bulls
"Mon, Dec 16, 2013 7:00 pm",Detroit Pistons,Indiana Pacers
"Mon, Dec 16, 2013 10:30 pm",San Antonio Spurs,Los Angeles Clippers
"Mon, Dec 16, 2013 7:30 pm",Utah Jazz,Miami Heat
"Mon, Dec 16, 2013 7:30 pm",Washington Wizards,New York Knicks
"Tue, Dec 17, 2013 7:00 pm",Sacramento Kings,Charlotte Bobcats
"Tue, Dec 17, 2013 7:00 pm",Portland Trail Blazers,Cleveland Cavaliers
"Tue, Dec 17, 2013 9:00 pm",Oklahoma City Thunder,Denver Nuggets
"Tue, Dec 17, 2013 10:30 pm",New Orleans Pelicans,Golden State Warriors
"Tue, Dec 17, 2013 8:00 pm",Los Angeles Lakers,Memphis Grizzlies
"Wed, Dec 18, 2013 7:30 pm",Sacramento Kings,Atlanta Hawks
"Wed, Dec 18, 2013 7:30 pm",Detroit Pistons,Boston Celtics
"Wed, Dec 18, 2013 7:30 pm",Washington Wizards,Brooklyn Nets
"Wed, Dec 18, 2013 8:30 pm",Memphis Grizzlies,Dallas Mavericks
"Wed, Dec 18, 2013 9:30 pm",Chicago Bulls,Houston Rockets
"Wed, Dec 18, 2013 10:30 pm",New Orleans Pelicans,Los Angeles Clippers
"Wed, Dec 18, 2013 7:00 pm",Indiana Pacers,Miami Heat
"Wed, Dec 18, 2013 8:00 pm",New York Knicks,Milwaukee Bucks
"Wed, Dec 18, 2013 8:00 pm",Portland Trail Blazers,Minnesota Timberwolves
"Wed, Dec 18, 2013 7:00 pm",Utah Jazz,Orlando Magic
"Wed, Dec 18, 2013 9:00 pm",San Antonio Spurs,Phoenix Suns
"Wed, Dec 18, 2013 7:00 pm",Charlotte Bobcats,Toronto Raptors
"Thu, Dec 19, 2013 10:30 pm",San Antonio Spurs,Golden State Warriors
"Thu, Dec 19, 2013 8:00 pm",Chicago Bulls,Oklahoma City Thunder
"Fri, Dec 20, 2013 7:30 pm",Utah Jazz,Atlanta Hawks
"Fri, Dec 20, 2013 7:30 pm",Milwaukee Bucks,Cleveland Cavaliers
"Fri, Dec 20, 2013 8:30 pm",Toronto Raptors,Dallas Mavericks
"Fri, Dec 20, 2013 9:00 pm",Phoenix Suns,Denver Nuggets
"Fri, Dec 20, 2013 7:30 pm",Charlotte Bobcats,Detroit Pistons
"Fri, Dec 20, 2013 8:00 pm",Houston Rockets,Indiana Pacers
"Fri, Dec 20, 2013 10:30 pm",Minnesota Timberwolves,Los Angeles Lakers
"Fri, Dec 20, 2013 7:30 pm",Sacramento Kings,Miami Heat
"Fri, Dec 20, 2013 7:00 pm",Brooklyn Nets,Philadelphia 76ers
"Sat, Dec 21, 2013 1:00 pm",Washington Wizards,Boston Celtics
"Sat, Dec 21, 2013 7:30 pm",Utah Jazz,Charlotte Bobcats
"Sat, Dec 21, 2013 8:00 pm",Cleveland Cavaliers,Chicago Bulls
"Sat, Dec 21, 2013 7:30 pm",Houston Rockets,Detroit Pistons
"Sat, Dec 21, 2013 10:30 pm",Los Angeles Lakers,Golden State Warriors
"Sat, Dec 21, 2013 10:30 pm",Denver Nuggets,Los Angeles Clippers
"Sat, Dec 21, 2013 8:30 pm",Philadelphia 76ers,Milwaukee Bucks
"Sat, Dec 21, 2013 12:00 am",Memphis Grizzlies,New York Knicks
"Sat, Dec 21, 2013 7:00 pm",Sacramento Kings,Orlando Magic
"Sat, Dec 21, 2013 9:00 pm",Dallas Mavericks,Phoenix Suns
"Sat, Dec 21, 2013 10:00 pm",New Orleans Pelicans,Portland Trail Blazers
"Sat, Dec 21, 2013 8:30 pm",Oklahoma City Thunder,San Antonio Spurs
"Sun, Dec 22, 2013 6:00 pm",Boston Celtics,Indiana Pacers
"Sun, Dec 22, 2013 9:30 pm",Minnesota Timberwolves,Los Angeles Clippers
"Sun, Dec 22, 2013 7:00 pm",Toronto Raptors,Oklahoma City Thunder
"Mon, Dec 23, 2013 7:30 pm",Indiana Pacers,Brooklyn Nets
"Mon, Dec 23, 2013 7:00 pm",Milwaukee Bucks,Charlotte Bobcats
"Mon, Dec 23, 2013 7:00 pm",Detroit Pistons,Cleveland Cavaliers
"Mon, Dec 23, 2013 9:00 pm",Golden State Warriors,Denver Nuggets
"Mon, Dec 23, 2013 8:00 pm",Dallas Mavericks,Houston Rockets
"Mon, Dec 23, 2013 8:00 pm",Utah Jazz,Memphis Grizzlies
"Mon, Dec 23, 2013 7:30 pm",Atlanta Hawks,Miami Heat
"Mon, Dec 23, 2013 7:00 pm",New York Knicks,Orlando Magic
"Mon, Dec 23, 2013 9:00 pm",Los Angeles Lakers,Phoenix Suns
"Mon, Dec 23, 2013 10:00 pm",New Orleans Pelicans,Sacramento Kings
"Mon, Dec 23, 2013 8:30 pm",Toronto Raptors,San Antonio Spurs
"Wed, Dec 25, 2013 12:00 am",Chicago Bulls,Brooklyn Nets
"Wed, Dec 25, 2013 10:30 pm",Los Angeles Clippers,Golden State Warriors
"Wed, Dec 25, 2013 5:00 pm",Miami Heat,Los Angeles Lakers
"Wed, Dec 25, 2013 2:30 pm",Oklahoma City Thunder,New York Knicks
"Wed, Dec 25, 2013 8:00 pm",Houston Rockets,San Antonio Spurs
"Thu, Dec 26, 2013 7:00 pm",Atlanta Hawks,Cleveland Cavaliers
"Thu, Dec 26, 2013 8:30 pm",San Antonio Spurs,Dallas Mavericks
"Thu, Dec 26, 2013 8:00 pm",Memphis Grizzlies,Houston Rockets
"Thu, Dec 26, 2013 10:30 pm",Los Angeles Clippers,Portland Trail Blazers
"Fri, Dec 27, 2013 7:30 pm",Milwaukee Bucks,Brooklyn Nets
"Fri, Dec 27, 2013 7:00 pm",Oklahoma City Thunder,Charlotte Bobcats
"Fri, Dec 27, 2013 10:30 pm",Phoenix Suns,Golden State Warriors
"Fri, Dec 27, 2013 8:00 pm",Washington Wizards,Minnesota Timberwolves
"Fri, Dec 27, 2013 8:00 pm",Denver Nuggets,New Orleans Pelicans
"Fri, Dec 27, 2013 7:30 pm",Toronto Raptors,New York Knicks
"Fri, Dec 27, 2013 7:00 pm",Detroit Pistons,Orlando Magic
"Fri, Dec 27, 2013 10:00 pm",Miami Heat,Sacramento Kings
"Fri, Dec 27, 2013 9:00 pm",Los Angeles Lakers,Utah Jazz
"Sat, Dec 28, 2013 7:30 pm",Charlotte Bobcats,Atlanta Hawks
"Sat, Dec 28, 2013 1:00 pm",Cleveland Cavaliers,Boston Celtics
"Sat, Dec 28, 2013 8:00 pm",Dallas Mavericks,Chicago Bulls
"Sat, Dec 28, 2013 8:00 pm",New Orleans Pelicans,Houston Rockets
"Sat, Dec 28, 2013 7:00 pm",Brooklyn Nets,Indiana Pacers
"Sat, Dec 28, 2013 10:30 pm",Utah Jazz,Los Angeles Clippers
"Sat, Dec 28, 2013 8:00 pm",Denver Nuggets,Memphis Grizzlies
"Sat, Dec 28, 2013 8:30 pm",Minnesota Timberwolves,Milwaukee Bucks
"Sat, Dec 28, 2013 9:00 pm",Philadelphia 76ers,Phoenix Suns
"Sat, Dec 28, 2013 10:00 pm",Miami Heat,Portland Trail Blazers
"Sat, Dec 28, 2013 7:00 pm",New York Knicks,Toronto Raptors
"Sat, Dec 28, 2013 7:00 pm",Detroit Pistons,Washington Wizards
"Sun, Dec 29, 2013 6:00 pm",Golden State Warriors,Cleveland Cavaliers
"Sun, Dec 29, 2013 9:30 pm",Philadelphia 76ers,Los Angeles Lakers
"Sun, Dec 29, 2013 7:00 pm",Houston Rockets,Oklahoma City Thunder
"Sun, Dec 29, 2013 6:00 pm",Atlanta Hawks,Orlando Magic
"Sun, Dec 29, 2013 7:00 pm",Sacramento Kings,San Antonio Spurs
"Mon, Dec 30, 2013 9:00 pm",Miami Heat,Denver Nuggets
"Mon, Dec 30, 2013 7:30 pm",Washington Wizards,Detroit Pistons
"Mon, Dec 30, 2013 10:30 pm",Phoenix Suns,Los Angeles Clippers
"Mon, Dec 30, 2013 8:00 pm",Chicago Bulls,Memphis Grizzlies
"Mon, Dec 30, 2013 8:00 pm",Dallas Mavericks,Minnesota Timberwolves
"Mon, Dec 30, 2013 8:00 pm",Portland Trail Blazers,New Orleans Pelicans
"Mon, Dec 30, 2013 9:00 pm",Charlotte Bobcats,Utah Jazz
"Tue, Dec 31, 2013 1:00 pm",Atlanta Hawks,Boston Celtics
"Tue, Dec 31, 2013 8:00 pm",Toronto Raptors,Chicago Bulls
"Tue, Dec 31, 2013 7:00 pm",Sacramento Kings,Houston Rockets
"Tue, Dec 31, 2013 3:00 pm",Cleveland Cavaliers,Indiana Pacers
"Tue, Dec 31, 2013 10:30 pm",Milwaukee Bucks,Los Angeles Lakers
"Tue, Dec 31, 2013 8:00 pm",Portland Trail Blazers,Oklahoma City Thunder
"Tue, Dec 31, 2013 5:00 pm",Golden State Warriors,Orlando Magic
"Tue, Dec 31, 2013 7:00 pm",Brooklyn Nets,San Antonio Spurs
"Wed, Jan 1, 2014 9:00 pm",Philadelphia 76ers,Denver Nuggets
"Wed, Jan 1, 2014 9:30 pm",Charlotte Bobcats,Los Angeles Clippers
"Wed, Jan 1, 2014 8:00 pm",New Orleans Pelicans,Minnesota Timberwolves
"Wed, Jan 1, 2014 7:00 pm",Indiana Pacers,Toronto Raptors
"Wed, Jan 1, 2014 6:00 pm",Dallas Mavericks,Washington Wizards
"Thu, Jan 2, 2014 8:00 pm",Boston Celtics,Chicago Bulls
"Thu, Jan 2, 2014 7:00 pm",Orlando Magic,Cleveland Cavaliers
"Thu, Jan 2, 2014 7:30 pm",Golden State Warriors,Miami Heat
"Thu, Jan 2, 2014 8:00 pm",Brooklyn Nets,Oklahoma City Thunder
"Thu, Jan 2, 2014 9:00 pm",Memphis Grizzlies,Phoenix Suns
"Thu, Jan 2, 2014 10:00 pm",Charlotte Bobcats,Portland Trail Blazers
"Thu, Jan 2, 2014 10:00 pm",Philadelphia 76ers,Sacramento Kings
"Thu, Jan 2, 2014 8:30 pm",New York Knicks,San Antonio Spurs
"Thu, Jan 2, 2014 9:00 pm",Milwaukee Bucks,Utah Jazz
"Fri, Jan 3, 2014 7:30 pm",Golden State Warriors,Atlanta Hawks
"Fri, Jan 3, 2014 7:30 pm",New Orleans Pelicans,Boston Celtics
"Fri, Jan 3, 2014 8:30 pm",Los Angeles Clippers,Dallas Mavericks
"Fri, Jan 3, 2014 9:00 pm",Memphis Grizzlies,Denver Nuggets
"Fri, Jan 3, 2014 8:00 pm",New York Knicks,Houston Rockets
"Fri, Jan 3, 2014 10:30 pm",Utah Jazz,Los Angeles Lakers
"Fri, Jan 3, 2014 7:00 pm",Toronto Raptors,Washington Wizards
"Sat, Jan 4, 2014 7:30 pm",Cleveland Cavaliers,Brooklyn Nets
"Sat, Jan 4, 2014 8:00 pm",Atlanta Hawks,Chicago Bulls
"Sat, Jan 4, 2014 7:00 pm",New Orleans Pelicans,Indiana Pacers
"Sat, Jan 4, 2014 8:00 pm",Oklahoma City Thunder,Minnesota Timberwolves
"Sat, Jan 4, 2014 7:00 pm",Miami Heat,Orlando Magic
"Sat, Jan 4, 2014 9:00 pm",Milwaukee Bucks,Phoenix Suns
"Sat, Jan 4, 2014 10:00 pm",Philadelphia 76ers,Portland Trail Blazers
"Sat, Jan 4, 2014 10:00 pm",Charlotte Bobcats,Sacramento Kings
"Sat, Jan 4, 2014 8:30 pm",Los Angeles Clippers,San Antonio Spurs
"Sun, Jan 5, 2014 6:00 pm",Indiana Pacers,Cleveland Cavaliers
"Sun, Jan 5, 2014 7:30 pm",New York Knicks,Dallas Mavericks
"Sun, Jan 5, 2014 1:00 pm",Memphis Grizzlies,Detroit Pistons
"Sun, Jan 5, 2014 9:30 pm",Denver Nuggets,Los Angeles Lakers
"Sun, Jan 5, 2014 6:00 pm",Toronto Raptors,Miami Heat
"Sun, Jan 5, 2014 7:00 pm",Boston Celtics,Oklahoma City Thunder
"Sun, Jan 5, 2014 6:00 pm",Golden State Warriors,Washington Wizards
"Mon, Jan 6, 2014 7:30 pm",Atlanta Hawks,Brooklyn Nets
"Mon, Jan 6, 2014 10:30 pm",Orlando Magic,Los Angeles Clippers
"Mon, Jan 6, 2014 7:00 pm",Minnesota Timberwolves,Philadelphia 76ers
"Tue, Jan 7, 2014 7:00 pm",Washington Wizards,Charlotte Bobcats
"Tue, Jan 7, 2014 8:00 pm",Phoenix Suns,Chicago Bulls
"Tue, Jan 7, 2014 7:00 pm",Philadelphia 76ers,Cleveland Cavaliers
"Tue, Jan 7, 2014 8:30 pm",Los Angeles Lakers,Dallas Mavericks
"Tue, Jan 7, 2014 9:00 pm",Boston Celtics,Denver Nuggets
"Tue, Jan 7, 2014 7:00 pm",Toronto Raptors,Indiana Pacers
"Tue, Jan 7, 2014 8:00 pm",San Antonio Spurs,Memphis Grizzlies
"Tue, Jan 7, 2014 7:30 pm",New Orleans Pelicans,Miami Heat
"Tue, Jan 7, 2014 8:00 pm",Golden State Warriors,Milwaukee Bucks
"Tue, Jan 7, 2014 7:30 pm",Detroit Pistons,New York Knicks
"Tue, Jan 7, 2014 10:00 pm",Portland Trail Blazers,Sacramento Kings
"Tue, Jan 7, 2014 9:00 pm",Oklahoma City Thunder,Utah Jazz
"Wed, Jan 8, 2014 7:30 pm",Indiana Pacers,Atlanta Hawks
"Wed, Jan 8, 2014 7:30 pm",Golden State Warriors,Brooklyn Nets
"Wed, Jan 8, 2014 8:00 pm",Los Angeles Lakers,Houston Rockets
"Wed, Jan 8, 2014 10:30 pm",Boston Celtics,Los Angeles Clippers
"Wed, Jan 8, 2014 9:30 pm",Phoenix Suns,Minnesota Timberwolves
"Wed, Jan 8, 2014 8:00 pm",Washington Wizards,New Orleans Pelicans
"Wed, Jan 8, 2014 10:00 pm",Orlando Magic,Portland Trail Blazers
"Wed, Jan 8, 2014 7:00 pm",Dallas Mavericks,San Antonio Spurs
"Wed, Jan 8, 2014 7:00 pm",Detroit Pistons,Toronto Raptors
"Thu, Jan 9, 2014 10:30 pm",Oklahoma City Thunder,Denver Nuggets
"Thu, Jan 9, 2014 8:00 pm",Miami Heat,New York Knicks
"Fri, Jan 10, 2014 7:30 pm",Houston Rockets,Atlanta Hawks
"Fri, Jan 10, 2014 8:00 pm",Miami Heat,Brooklyn Nets
"Fri, Jan 10, 2014 10:30 pm",Boston Celtics,Golden State Warriors
"Fri, Jan 10, 2014 7:00 pm",Washington Wizards,Indiana Pacers
"Fri, Jan 10, 2014 10:30 pm",Los Angeles Lakers,Los Angeles Clippers
"Fri, Jan 10, 2014 8:00 pm",Phoenix Suns,Memphis Grizzlies
"Fri, Jan 10, 2014 8:30 pm",Chicago Bulls,Milwaukee Bucks
"Fri, Jan 10, 2014 8:00 pm",Charlotte Bobcats,Minnesota Timberwolves
"Fri, Jan 10, 2014 8:00 pm",Dallas Mavericks,New Orleans Pelicans
"Fri, Jan 10, 2014 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Fri, Jan 10, 2014 10:00 pm",Orlando Magic,Sacramento Kings
"Fri, Jan 10, 2014 9:00 pm",Cleveland Cavaliers,Utah Jazz
"Sat, Jan 11, 2014 8:00 pm",Charlotte Bobcats,Chicago Bulls
"Sat, Jan 11, 2014 8:30 pm",New Orleans Pelicans,Dallas Mavericks
"Sat, Jan 11, 2014 9:00 pm",Orlando Magic,Denver Nuggets
"Sat, Jan 11, 2014 7:30 pm",Phoenix Suns,Detroit Pistons
"Sat, Jan 11, 2014 8:00 pm",Milwaukee Bucks,Oklahoma City Thunder
"Sat, Jan 11, 2014 7:30 pm",New York Knicks,Philadelphia 76ers
"Sat, Jan 11, 2014 10:00 pm",Boston Celtics,Portland Trail Blazers
"Sat, Jan 11, 2014 7:00 pm",Brooklyn Nets,Toronto Raptors
"Sat, Jan 11, 2014 7:00 pm",Houston Rockets,Washington Wizards
"Sun, Jan 12, 2014 6:00 pm",Atlanta Hawks,Memphis Grizzlies
"Sun, Jan 12, 2014 6:00 pm",Cleveland Cavaliers,Sacramento Kings
"Sun, Jan 12, 2014 7:00 pm",Minnesota Timberwolves,San Antonio Spurs
"Mon, Jan 13, 2014 7:30 pm",Houston Rockets,Boston Celtics
"Mon, Jan 13, 2014 8:00 pm",Washington Wizards,Chicago Bulls
"Mon, Jan 13, 2014 8:30 pm",Orlando Magic,Dallas Mavericks
"Mon, Jan 13, 2014 8:00 pm",San Antonio Spurs,New Orleans Pelicans
"Mon, Jan 13, 2014 7:30 pm",Phoenix Suns,New York Knicks
"Mon, Jan 13, 2014 7:00 pm",Milwaukee Bucks,Toronto Raptors
"Mon, Jan 13, 2014 9:00 pm",Denver Nuggets,Utah Jazz
"Tue, Jan 14, 2014 7:00 pm",New York Knicks,Charlotte Bobcats
"Tue, Jan 14, 2014 7:00 pm",Sacramento Kings,Indiana Pacers
"Tue, Jan 14, 2014 10:30 pm",Cleveland Cavaliers,Los Angeles Lakers
"Tue, Jan 14, 2014 8:00 pm",Oklahoma City Thunder,Memphis Grizzlies
"Wed, Jan 15, 2014 7:30 pm",Toronto Raptors,Boston Celtics
"Wed, Jan 15, 2014 10:30 pm",Denver Nuggets,Golden State Warriors
"Wed, Jan 15, 2014 10:30 pm",Dallas Mavericks,Los Angeles Clippers
"Wed, Jan 15, 2014 8:00 pm",Memphis Grizzlies,Milwaukee Bucks
"Wed, Jan 15, 2014 8:00 pm",Sacramento Kings,Minnesota Timberwolves
"Wed, Jan 15, 2014 8:00 pm",Houston Rockets,New Orleans Pelicans
"Wed, Jan 15, 2014 7:00 pm",Chicago Bulls,Orlando Magic
"Wed, Jan 15, 2014 7:00 pm",Charlotte Bobcats,Philadelphia 76ers
"Wed, Jan 15, 2014 9:00 pm",Los Angeles Lakers,Phoenix Suns
"Wed, Jan 15, 2014 10:00 pm",Cleveland Cavaliers,Portland Trail Blazers
"Wed, Jan 15, 2014 8:00 pm",Utah Jazz,San Antonio Spurs
"Wed, Jan 15, 2014 7:00 pm",Miami Heat,Washington Wizards
"Thu, Jan 16, 2014 3:00 pm",Brooklyn Nets,Atlanta Hawks
"Thu, Jan 16, 2014 9:30 pm",Oklahoma City Thunder,Houston Rockets
"Thu, Jan 16, 2014 7:00 pm",New York Knicks,Indiana Pacers
"Fri, Jan 17, 2014 7:30 pm",Los Angeles Lakers,Boston Celtics
"Fri, Jan 17, 2014 9:00 pm",Cleveland Cavaliers,Denver Nuggets
"Fri, Jan 17, 2014 7:30 pm",Utah Jazz,Detroit Pistons
"Fri, Jan 17, 2014 8:00 pm",Sacramento Kings,Memphis Grizzlies
"Fri, Jan 17, 2014 7:00 pm",Los Angeles Clippers,New York Knicks
"Fri, Jan 17, 2014 9:30 pm",Golden State Warriors,Oklahoma City Thunder
"Fri, Jan 17, 2014 7:00 pm",Charlotte Bobcats,Orlando Magic
"Fri, Jan 17, 2014 7:00 pm",Miami Heat,Philadelphia 76ers
"Fri, Jan 17, 2014 9:00 pm",Dallas Mavericks,Phoenix Suns
"Fri, Jan 17, 2014 8:30 pm",Portland Trail Blazers,San Antonio Spurs
"Fri, Jan 17, 2014 7:00 pm",Minnesota Timberwolves,Toronto Raptors
"Fri, Jan 17, 2014 7:00 pm",Chicago Bulls,Washington Wizards
"Sat, Jan 18, 2014 7:30 pm",Miami Heat,Charlotte Bobcats
"Sat, Jan 18, 2014 8:00 pm",Philadelphia 76ers,Chicago Bulls
"Sat, Jan 18, 2014 8:30 pm",Portland Trail Blazers,Dallas Mavericks
"Sat, Jan 18, 2014 8:00 pm",Milwaukee Bucks,Houston Rockets
"Sat, Jan 18, 2014 7:00 pm",Los Angeles Clippers,Indiana Pacers
"Sat, Jan 18, 2014 8:00 pm",Utah Jazz,Minnesota Timberwolves
"Sat, Jan 18, 2014 8:00 pm",Golden State Warriors,New Orleans Pelicans
"Sat, Jan 18, 2014 7:00 pm",Detroit Pistons,Washington Wizards
"Sun, Jan 19, 2014 7:00 pm",Sacramento Kings,Oklahoma City Thunder
"Sun, Jan 19, 2014 6:00 pm",Boston Celtics,Orlando Magic
"Sun, Jan 19, 2014 8:00 pm",Denver Nuggets,Phoenix Suns
"Sun, Jan 19, 2014 7:00 pm",Milwaukee Bucks,San Antonio Spurs
"Sun, Jan 19, 2014 1:00 pm",Los Angeles Lakers,Toronto Raptors
"Mon, Jan 20, 2014 5:30 pm",Miami Heat,Atlanta Hawks
"Mon, Jan 20, 2014 2:00 pm",Toronto Raptors,Charlotte Bobcats
"Mon, Jan 20, 2014 8:00 pm",Los Angeles Lakers,Chicago Bulls
"Mon, Jan 20, 2014 1:00 pm",Dallas Mavericks,Cleveland Cavaliers
"Mon, Jan 20, 2014 1:00 pm",Los Angeles Clippers,Detroit Pistons
"Mon, Jan 20, 2014 10:30 pm",Indiana Pacers,Golden State Warriors
"Mon, Jan 20, 2014 8:00 pm",Portland Trail Blazers,Houston Rockets
"Mon, Jan 20, 2014 5:00 pm",New Orleans Pelicans,Memphis Grizzlies
"Mon, Jan 20, 2014 2:30 pm",Brooklyn Nets,New York Knicks
"Mon, Jan 20, 2014 2:00 pm",Philadelphia 76ers,Washington Wizards
"Tue, Jan 21, 2014 7:30 pm",Orlando Magic,Brooklyn Nets
"Tue, Jan 21, 2014 7:30 pm",Boston Celtics,Miami Heat
"Tue, Jan 21, 2014 8:00 pm",Sacramento Kings,New Orleans Pelicans
"Tue, Jan 21, 2014 8:00 pm",Portland Trail Blazers,Oklahoma City Thunder
"Tue, Jan 21, 2014 9:00 pm",Minnesota Timberwolves,Utah Jazz
"Wed, Jan 22, 2014 7:00 pm",Los Angeles Clippers,Charlotte Bobcats
"Wed, Jan 22, 2014 7:00 pm",Chicago Bulls,Cleveland Cavaliers
"Wed, Jan 22, 2014 8:00 pm",Sacramento Kings,Houston Rockets
"Wed, Jan 22, 2014 8:00 pm",Detroit Pistons,Milwaukee Bucks
"Wed, Jan 22, 2014 7:30 pm",Philadelphia 76ers,New York Knicks
"Wed, Jan 22, 2014 7:00 pm",Atlanta Hawks,Orlando Magic
"Wed, Jan 22, 2014 10:30 pm",Indiana Pacers,Phoenix Suns
"Wed, Jan 22, 2014 8:00 pm",Oklahoma City Thunder,San Antonio Spurs
"Wed, Jan 22, 2014 7:00 pm",Dallas Mavericks,Toronto Raptors
"Wed, Jan 22, 2014 7:00 pm",Boston Celtics,Washington Wizards
"Thu, Jan 23, 2014 8:00 pm",Los Angeles Lakers,Miami Heat
"Thu, Jan 23, 2014 10:30 pm",Denver Nuggets,Portland Trail Blazers
"Fri, Jan 24, 2014 7:30 pm",San Antonio Spurs,Atlanta Hawks
"Fri, Jan 24, 2014 7:30 pm",Oklahoma City Thunder,Boston Celtics
"Fri, Jan 24, 2014 7:30 pm",Dallas Mavericks,Brooklyn Nets
"Fri, Jan 24, 2014 8:00 pm",Los Angeles Clippers,Chicago Bulls
"Fri, Jan 24, 2014 7:30 pm",Milwaukee Bucks,Cleveland Cavaliers
"Fri, Jan 24, 2014 7:30 pm",New Orleans Pelicans,Detroit Pistons
"Fri, Jan 24, 2014 10:30 pm",Minnesota Timberwolves,Golden State Warriors
"Fri, Jan 24, 2014 8:00 pm",Memphis Grizzlies,Houston Rockets
"Fri, Jan 24, 2014 7:30 pm",Charlotte Bobcats,New York Knicks
"Fri, Jan 24, 2014 7:00 pm",Los Angeles Lakers,Orlando Magic
"Fri, Jan 24, 2014 7:00 pm",Toronto Raptors,Philadelphia 76ers
"Fri, Jan 24, 2014 9:00 pm",Washington Wizards,Phoenix Suns
"Fri, Jan 24, 2014 10:00 pm",Indiana Pacers,Sacramento Kings
"Sat, Jan 25, 2014 7:00 pm",Chicago Bulls,Charlotte Bobcats
"Sat, Jan 25, 2014 9:00 pm",Indiana Pacers,Denver Nuggets
"Sat, Jan 25, 2014 8:00 pm",Houston Rockets,Memphis Grizzlies
"Sat, Jan 25, 2014 8:30 pm",Atlanta Hawks,Milwaukee Bucks
"Sat, Jan 25, 2014 7:30 pm",Oklahoma City Thunder,Philadelphia 76ers
"Sat, Jan 25, 2014 10:00 pm",Minnesota Timberwolves,Portland Trail Blazers
"Sat, Jan 25, 2014 7:00 pm",Los Angeles Clippers,Toronto Raptors
"Sat, Jan 25, 2014 9:00 pm",Washington Wizards,Utah Jazz
"Sun, Jan 26, 2014 6:30 pm",Brooklyn Nets,Boston Celtics
"Sun, Jan 26, 2014 6:00 pm",Phoenix Suns,Cleveland Cavaliers
"Sun, Jan 26, 2014 7:30 pm",Detroit Pistons,Dallas Mavericks
"Sun, Jan 26, 2014 9:00 pm",Portland Trail Blazers,Golden State Warriors
"Sun, Jan 26, 2014 1:00 pm",San Antonio Spurs,Miami Heat
"Sun, Jan 26, 2014 6:00 pm",Orlando Magic,New Orleans Pelicans
"Sun, Jan 26, 2014 3:30 pm",Los Angeles Lakers,New York Knicks
"Sun, Jan 26, 2014 9:00 pm",Denver Nuggets,Sacramento Kings
"Mon, Jan 27, 2014 7:30 pm",Toronto Raptors,Brooklyn Nets
"Mon, Jan 27, 2014 8:00 pm",Minnesota Timberwolves,Chicago Bulls
"Mon, Jan 27, 2014 8:00 pm",Los Angeles Clippers,Milwaukee Bucks
"Mon, Jan 27, 2014 8:00 pm",Atlanta Hawks,Oklahoma City Thunder
"Mon, Jan 27, 2014 7:00 pm",Phoenix Suns,Philadelphia 76ers
"Mon, Jan 27, 2014 9:00 pm",Sacramento Kings,Utah Jazz
"Tue, Jan 28, 2014 7:00 pm",New Orleans Pelicans,Cleveland Cavaliers
"Tue, Jan 28, 2014 7:30 pm",Orlando Magic,Detroit Pistons
"Tue, Jan 28, 2014 10:30 pm",Washington Wizards,Golden State Warriors
"Tue, Jan 28, 2014 8:00 pm",San Antonio Spurs,Houston Rockets
"Tue, Jan 28, 2014 10:30 pm",Indiana Pacers,Los Angeles Lakers
"Tue, Jan 28, 2014 7:30 pm",Boston Celtics,New York Knicks
"Tue, Jan 28, 2014 10:00 pm",Memphis Grizzlies,Portland Trail Blazers
"Wed, Jan 29, 2014 7:30 pm",Philadelphia 76ers,Boston Celtics
"Wed, Jan 29, 2014 8:30 pm",Houston Rockets,Dallas Mavericks
