DateTime,Away,Home
"Fri, Nov 13, 2009 7:00 pm",New Jersey Nets,Orlando Magic
"Fri, Nov 13, 2009 7:00 pm",Utah Jazz,Philadelphia 76ers
"Fri, Nov 13, 2009 7:00 pm",Houston Rockets,Sacramento Kings
"Sat, Nov 14, 2009 7:00 pm",New Orleans Hornets,Atlanta Hawks
"Sat, Nov 14, 2009 7:00 pm",Portland Trail Blazers,Charlotte Bobcats
"Sat, Nov 14, 2009 7:00 pm",Philadelphia 76ers,Chicago Bulls
"Sat, Nov 14, 2009 7:30 pm",Utah Jazz,Cleveland Cavaliers
"Sat, Nov 14, 2009 7:00 pm",Boston Celtics,Indiana Pacers
"Sat, Nov 14, 2009 7:00 pm",Minnesota Timberwolves,Memphis Grizzlies
"Sat, Nov 14, 2009 7:30 pm",New Jersey Nets,Miami Heat
"Sat, Nov 14, 2009 7:30 pm",Golden State Warriors,Milwaukee Bucks
"Sat, Nov 14, 2009 7:30 pm",Oklahoma City Thunder,San Antonio Spurs
"Sat, Nov 14, 2009 7:00 pm",Detroit Pistons,Washington Wizards
"Sun, Nov 15, 2009 6:00 pm",Dallas Mavericks,Detroit Pistons
"Sun, Nov 15, 2009 6:30 pm",Houston Rockets,Los Angeles Lakers
"Sun, Nov 15, 2009 6:00 pm",Los Angeles Clippers,Oklahoma City Thunder
"Sun, Nov 15, 2009 6:00 pm",Toronto Raptors,Phoenix Suns
"Mon, Nov 16, 2009 7:00 pm",Portland Trail Blazers,Atlanta Hawks
"Mon, Nov 16, 2009 7:00 pm",Dallas Mavericks,Milwaukee Bucks
"Mon, Nov 16, 2009 7:00 pm",Charlotte Bobcats,Orlando Magic
"Tue, Nov 17, 2009 7:00 pm",Golden State Warriors,Cleveland Cavaliers
"Tue, Nov 17, 2009 7:00 pm",Toronto Raptors,Denver Nuggets
"Tue, Nov 17, 2009 7:30 pm",Phoenix Suns,Houston Rockets
"Tue, Nov 17, 2009 7:30 pm",Detroit Pistons,Los Angeles Lakers
"Tue, Nov 17, 2009 7:30 pm",Oklahoma City Thunder,Miami Heat
"Tue, Nov 17, 2009 7:30 pm",Indiana Pacers,New Jersey Nets
"Tue, Nov 17, 2009 7:00 pm",Los Angeles Clippers,New Orleans Hornets
"Tue, Nov 17, 2009 7:00 pm",Chicago Bulls,Sacramento Kings
"Wed, Nov 18, 2009 7:00 pm",Miami Heat,Atlanta Hawks
"Wed, Nov 18, 2009 7:30 pm",Golden State Warriors,Boston Celtics
"Wed, Nov 18, 2009 8:30 pm",San Antonio Spurs,Dallas Mavericks
"Wed, Nov 18, 2009 7:00 pm",New York Knicks,Indiana Pacers
"Wed, Nov 18, 2009 7:00 pm",Los Angeles Clippers,Memphis Grizzlies
"Wed, Nov 18, 2009 7:00 pm",New Jersey Nets,Milwaukee Bucks
"Wed, Nov 18, 2009 7:00 pm",Houston Rockets,Minnesota Timberwolves
"Wed, Nov 18, 2009 7:00 pm",Oklahoma City Thunder,Orlando Magic
"Wed, Nov 18, 2009 7:00 pm",Charlotte Bobcats,Philadelphia 76ers
"Wed, Nov 18, 2009 7:00 pm",Detroit Pistons,Portland Trail Blazers
"Wed, Nov 18, 2009 7:00 pm",Toronto Raptors,Utah Jazz
"Wed, Nov 18, 2009 7:00 pm",Cleveland Cavaliers,Washington Wizards
"Thu, Nov 19, 2009 7:30 pm",Chicago Bulls,Los Angeles Lakers
"Thu, Nov 19, 2009 7:00 pm",Phoenix Suns,New Orleans Hornets
"Thu, Nov 19, 2009 7:30 pm",Utah Jazz,San Antonio Spurs
"Fri, Nov 20, 2009 7:30 pm",Houston Rockets,Atlanta Hawks
"Fri, Nov 20, 2009 8:00 pm",Orlando Magic,Boston Celtics
"Fri, Nov 20, 2009 7:30 pm",Sacramento Kings,Dallas Mavericks
"Fri, Nov 20, 2009 7:30 pm",Portland Trail Blazers,Golden State Warriors
"Fri, Nov 20, 2009 7:00 pm",Cleveland Cavaliers,Indiana Pacers
"Fri, Nov 20, 2009 7:30 pm",Denver Nuggets,Los Angeles Clippers
"Fri, Nov 20, 2009 7:30 pm",Charlotte Bobcats,Milwaukee Bucks
"Fri, Nov 20, 2009 7:00 pm",Washington Wizards,Oklahoma City Thunder
"Fri, Nov 20, 2009 7:00 pm",Memphis Grizzlies,Philadelphia 76ers
"Fri, Nov 20, 2009 7:00 pm",Miami Heat,Toronto Raptors
"Sat, Nov 21, 2009 7:30 pm",Philadelphia 76ers,Cleveland Cavaliers
"Sat, Nov 21, 2009 7:00 pm",Chicago Bulls,Denver Nuggets
"Sat, Nov 21, 2009 7:30 pm",Sacramento Kings,Houston Rockets
"Sat, Nov 21, 2009 7:00 pm",Milwaukee Bucks,Memphis Grizzlies
"Sat, Nov 21, 2009 1:00 pm",New York Knicks,New Jersey Nets
"Sat, Nov 21, 2009 7:00 pm",Atlanta Hawks,New Orleans Hornets
"Sat, Nov 21, 2009 7:00 pm",Minnesota Timberwolves,Portland Trail Blazers
"Sat, Nov 21, 2009 7:30 pm",Washington Wizards,San Antonio Spurs
"Sat, Nov 21, 2009 7:00 pm",Detroit Pistons,Utah Jazz
"Sun, Nov 22, 2009 5:00 pm",Indiana Pacers,Charlotte Bobcats
"Sun, Nov 22, 2009 6:30 pm",Oklahoma City Thunder,Los Angeles Lakers
"Sun, Nov 22, 2009 6:00 pm",New Orleans Hornets,Miami Heat
"Sun, Nov 22, 2009 1:00 pm",Boston Celtics,New York Knicks
"Sun, Nov 22, 2009 6:00 pm",Detroit Pistons,Phoenix Suns
"Sun, Nov 22, 2009 12:30 pm",Orlando Magic,Toronto Raptors
"Mon, Nov 23, 2009 7:30 pm",Minnesota Timberwolves,Los Angeles Clippers
"Mon, Nov 23, 2009 7:00 pm",Sacramento Kings,Memphis Grizzlies
"Mon, Nov 23, 2009 7:00 pm",Chicago Bulls,Portland Trail Blazers
"Mon, Nov 23, 2009 7:30 pm",Milwaukee Bucks,San Antonio Spurs
"Tue, Nov 24, 2009 7:30 pm",Golden State Warriors,Dallas Mavericks
"Tue, Nov 24, 2009 7:00 pm",New Jersey Nets,Denver Nuggets
"Tue, Nov 24, 2009 7:30 pm",New York Knicks,Los Angeles Lakers
"Tue, Nov 24, 2009 7:00 pm",Indiana Pacers,Toronto Raptors
"Tue, Nov 24, 2009 7:00 pm",Oklahoma City Thunder,Utah Jazz
"Tue, Nov 24, 2009 7:00 pm",Philadelphia 76ers,Washington Wizards
"Wed, Nov 25, 2009 7:30 pm",Philadelphia 76ers,Boston Celtics
"Wed, Nov 25, 2009 7:00 pm",Toronto Raptors,Charlotte Bobcats
"Wed, Nov 25, 2009 8:00 pm",Cleveland Cavaliers,Detroit Pistons
"Wed, Nov 25, 2009 7:30 pm",Dallas Mavericks,Houston Rockets
"Wed, Nov 25, 2009 7:00 pm",Los Angeles Clippers,Indiana Pacers
"Wed, Nov 25, 2009 7:00 pm",Denver Nuggets,Minnesota Timberwolves
"Wed, Nov 25, 2009 7:00 pm",Milwaukee Bucks,New Orleans Hornets
"Wed, Nov 25, 2009 7:30 pm",Miami Heat,Orlando Magic
"Wed, Nov 25, 2009 7:00 pm",Memphis Grizzlies,Phoenix Suns
"Wed, Nov 25, 2009 7:00 pm",New Jersey Nets,Portland Trail Blazers
"Wed, Nov 25, 2009 7:00 pm",New York Knicks,Sacramento Kings
"Wed, Nov 25, 2009 7:30 pm",Golden State Warriors,San Antonio Spurs
"Thu, Nov 26, 2009 8:00 pm",Orlando Magic,Atlanta Hawks
"Thu, Nov 26, 2009 8:30 pm",Chicago Bulls,Utah Jazz
"Fri, Nov 27, 2009 7:30 pm",Toronto Raptors,Boston Celtics
"Fri, Nov 27, 2009 7:00 pm",Cleveland Cavaliers,Charlotte Bobcats
"Fri, Nov 27, 2009 7:00 pm",New York Knicks,Denver Nuggets
"Fri, Nov 27, 2009 8:00 pm",Los Angeles Clippers,Detroit Pistons
"Fri, Nov 27, 2009 7:30 pm",San Antonio Spurs,Houston Rockets
"Fri, Nov 27, 2009 8:00 pm",Dallas Mavericks,Indiana Pacers
"Fri, Nov 27, 2009 7:00 pm",Washington Wizards,Miami Heat
"Fri, Nov 27, 2009 8:30 pm",Phoenix Suns,Minnesota Timberwolves
"Fri, Nov 27, 2009 8:30 pm",Milwaukee Bucks,Oklahoma City Thunder
"Fri, Nov 27, 2009 7:30 pm",Atlanta Hawks,Philadelphia 76ers
"Fri, Nov 27, 2009 7:00 pm",Memphis Grizzlies,Portland Trail Blazers
"Fri, Nov 27, 2009 7:00 pm",New Jersey Nets,Sacramento Kings
"Sat, Nov 28, 2009 7:30 pm",Dallas Mavericks,Cleveland Cavaliers
"Sat, Nov 28, 2009 7:30 pm",Los Angeles Lakers,Golden State Warriors
"Sat, Nov 28, 2009 8:00 pm",Orlando Magic,Milwaukee Bucks
"Sat, Nov 28, 2009 7:00 pm",Portland Trail Blazers,Utah Jazz
"Sat, Nov 28, 2009 7:00 pm",Charlotte Bobcats,Washington Wizards
"Sun, Nov 29, 2009 6:00 pm",Minnesota Timberwolves,Denver Nuggets
"Sun, Nov 29, 2009 1:00 pm",Atlanta Hawks,Detroit Pistons
"Sun, Nov 29, 2009 12:30 pm",Memphis Grizzlies,Los Angeles Clippers
"Sun, Nov 29, 2009 6:30 pm",New Jersey Nets,Los Angeles Lakers
"Sun, Nov 29, 2009 6:00 pm",Boston Celtics,Miami Heat
"Sun, Nov 29, 2009 6:00 pm",Orlando Magic,New York Knicks
"Sun, Nov 29, 2009 6:00 pm",Houston Rockets,Oklahoma City Thunder
"Sun, Nov 29, 2009 6:00 pm",New Orleans Hornets,Sacramento Kings
"Sun, Nov 29, 2009 6:00 pm",Philadelphia 76ers,San Antonio Spurs
"Sun, Nov 29, 2009 1:00 pm",Phoenix Suns,Toronto Raptors
"Mon, Nov 30, 2009 7:30 pm",Philadelphia 76ers,Dallas Mavericks
"Mon, Nov 30, 2009 7:30 pm",Indiana Pacers,Golden State Warriors
"Mon, Nov 30, 2009 7:00 pm",Chicago Bulls,Milwaukee Bucks
"Mon, Nov 30, 2009 7:00 pm",Memphis Grizzlies,Utah Jazz
"Tue, Dec 1, 2009 7:00 pm",Boston Celtics,Charlotte Bobcats
"Tue, Dec 1, 2009 7:00 pm",Golden State Warriors,Denver Nuggets
"Tue, Dec 1, 2009 7:30 pm",New Orleans Hornets,Los Angeles Lakers
"Tue, Dec 1, 2009 7:30 pm",Phoenix Suns,New York Knicks
"Tue, Dec 1, 2009 7:00 pm",Miami Heat,Portland Trail Blazers
"Tue, Dec 1, 2009 7:00 pm",Washington Wizards,Toronto Raptors
"Wed, Dec 2, 2009 7:00 pm",Toronto Raptors,Atlanta Hawks
"Wed, Dec 2, 2009 7:00 pm",Detroit Pistons,Chicago Bulls
"Wed, Dec 2, 2009 7:00 pm",Phoenix Suns,Cleveland Cavaliers
"Wed, Dec 2, 2009 7:30 pm",Houston Rockets,Los Angeles Clippers
"Wed, Dec 2, 2009 7:00 pm",Memphis Grizzlies,Minnesota Timberwolves
"Wed, Dec 2, 2009 7:30 pm",Dallas Mavericks,New Jersey Nets
"Wed, Dec 2, 2009 7:00 pm",Philadelphia 76ers,Oklahoma City Thunder
"Wed, Dec 2, 2009 7:00 pm",New York Knicks,Orlando Magic
"Wed, Dec 2, 2009 7:00 pm",Indiana Pacers,Sacramento Kings
"Wed, Dec 2, 2009 7:00 pm",Milwaukee Bucks,Washington Wizards
"Thu, Dec 3, 2009 8:30 pm",Miami Heat,Denver Nuggets
"Thu, Dec 3, 2009 7:30 pm",Houston Rockets,Golden State Warriors
"Thu, Dec 3, 2009 7:00 pm",Boston Celtics,San Antonio Spurs
"Fri, Dec 4, 2009 7:30 pm",New York Knicks,Atlanta Hawks
"Fri, Dec 4, 2009 8:00 pm",Chicago Bulls,Cleveland Cavaliers
"Fri, Dec 4, 2009 8:00 pm",Milwaukee Bucks,Detroit Pistons
"Fri, Dec 4, 2009 7:30 pm",Miami Heat,Los Angeles Lakers
"Fri, Dec 4, 2009 7:00 pm",Dallas Mavericks,Memphis Grizzlies
"Fri, Dec 4, 2009 8:00 pm",Charlotte Bobcats,New Jersey Nets
"Fri, Dec 4, 2009 7:00 pm",Minnesota Timberwolves,New Orleans Hornets
"Fri, Dec 4, 2009 7:00 pm",Boston Celtics,Oklahoma City Thunder
"Fri, Dec 4, 2009 7:00 pm",Indiana Pacers,Utah Jazz
"Fri, Dec 4, 2009 7:00 pm",Toronto Raptors,Washington Wizards
"Sat, Dec 5, 2009 7:00 pm",Philadelphia 76ers,Charlotte Bobcats
"Sat, Dec 5, 2009 7:00 pm",Toronto Raptors,Chicago Bulls
"Sat, Dec 5, 2009 8:00 pm",Atlanta Hawks,Dallas Mavericks
"Sat, Dec 5, 2009 7:30 pm",Orlando Magic,Golden State Warriors
"Sat, Dec 5, 2009 7:30 pm",Indiana Pacers,Los Angeles Clippers
"Sat, Dec 5, 2009 7:00 pm",Utah Jazz,Minnesota Timberwolves
"Sat, Dec 5, 2009 7:00 pm",Sacramento Kings,Phoenix Suns
"Sat, Dec 5, 2009 7:00 pm",Houston Rockets,Portland Trail Blazers
"Sat, Dec 5, 2009 7:30 pm",Denver Nuggets,San Antonio Spurs
"Sun, Dec 6, 2009 6:00 pm",Washington Wizards,Detroit Pistons
"Sun, Dec 6, 2009 6:30 pm",Phoenix Suns,Los Angeles Lakers
"Sun, Dec 6, 2009 2:00 pm",Cleveland Cavaliers,Milwaukee Bucks
"Sun, Dec 6, 2009 12:00 pm",New Jersey Nets,New York Knicks
"Sun, Dec 6, 2009 6:00 pm",Miami Heat,Sacramento Kings
"Mon, Dec 7, 2009 7:30 pm",Portland Trail Blazers,New York Knicks
"Mon, Dec 7, 2009 7:00 pm",Golden State Warriors,Oklahoma City Thunder
"Mon, Dec 7, 2009 7:00 pm",Denver Nuggets,Philadelphia 76ers
"Mon, Dec 7, 2009 7:00 pm",San Antonio Spurs,Utah Jazz
"Tue, Dec 8, 2009 7:30 pm",Milwaukee Bucks,Boston Celtics
"Tue, Dec 8, 2009 7:00 pm",Denver Nuggets,Charlotte Bobcats
"Tue, Dec 8, 2009 7:00 pm",New Jersey Nets,Chicago Bulls
"Tue, Dec 8, 2009 7:30 pm",Phoenix Suns,Dallas Mavericks
"Tue, Dec 8, 2009 7:30 pm",Orlando Magic,Los Angeles Clippers
"Tue, Dec 8, 2009 7:00 pm",Cleveland Cavaliers,Memphis Grizzlies
"Tue, Dec 8, 2009 7:00 pm",Sacramento Kings,New Orleans Hornets
"Tue, Dec 8, 2009 7:00 pm",Minnesota Timberwolves,Toronto Raptors
"Wed, Dec 9, 2009 7:00 pm",Chicago Bulls,Atlanta Hawks
"Wed, Dec 9, 2009 7:30 pm",Cleveland Cavaliers,Houston Rockets
"Wed, Dec 9, 2009 7:00 pm",Portland Trail Blazers,Indiana Pacers
"Wed, Dec 9, 2009 7:30 pm",Utah Jazz,Los Angeles Lakers
"Wed, Dec 9, 2009 7:00 pm",Toronto Raptors,Milwaukee Bucks
"Wed, Dec 9, 2009 7:00 pm",New Orleans Hornets,Minnesota Timberwolves
"Wed, Dec 9, 2009 7:30 pm",Golden State Warriors,New Jersey Nets
"Wed, Dec 9, 2009 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Wed, Dec 9, 2009 7:30 pm",Sacramento Kings,San Antonio Spurs
"Thu, Dec 10, 2009 7:30 pm",Denver Nuggets,Detroit Pistons
"Thu, Dec 10, 2009 8:30 pm",Orlando Magic,Utah Jazz
"Thu, Dec 10, 2009 8:00 pm",Boston Celtics,Washington Wizards
"Fri, Dec 11, 2009 7:00 pm",Golden State Warriors,Chicago Bulls
"Fri, Dec 11, 2009 8:00 pm",Portland Trail Blazers,Cleveland Cavaliers
"Fri, Dec 11, 2009 7:00 pm",New Jersey Nets,Indiana Pacers
"Fri, Dec 11, 2009 7:30 pm",Minnesota Timberwolves,Los Angeles Lakers
"Fri, Dec 11, 2009 7:00 pm",Oklahoma City Thunder,Memphis Grizzlies
"Fri, Dec 11, 2009 7:30 pm",Dallas Mavericks,Miami Heat
"Fri, Dec 11, 2009 7:00 pm",New York Knicks,New Orleans Hornets
"Fri, Dec 11, 2009 7:00 pm",Houston Rockets,Philadelphia 76ers
"Fri, Dec 11, 2009 8:30 pm",Orlando Magic,Phoenix Suns
"Fri, Dec 11, 2009 7:30 pm",Charlotte Bobcats,San Antonio Spurs
"Fri, Dec 11, 2009 7:00 pm",Atlanta Hawks,Toronto Raptors
"Sat, Dec 12, 2009 7:00 pm",Boston Celtics,Chicago Bulls
"Sat, Dec 12, 2009 7:30 pm",Charlotte Bobcats,Dallas Mavericks
"Sat, Dec 12, 2009 7:00 pm",Phoenix Suns,Denver Nuggets
"Sat, Dec 12, 2009 7:30 pm",Golden State Warriors,Detroit Pistons
"Sat, Dec 12, 2009 7:30 pm",Portland Trail Blazers,Milwaukee Bucks
"Sat, Dec 12, 2009 7:00 pm",Minnesota Timberwolves,Sacramento Kings
"Sat, Dec 12, 2009 7:00 pm",Los Angeles Lakers,Utah Jazz
"Sat, Dec 12, 2009 7:00 pm",Indiana Pacers,Washington Wizards
"Sun, Dec 13, 2009 5:00 pm",New Jersey Nets,Atlanta Hawks
