DateTime,Away,Home
"Fri, Nov 12, 2010 7:30 pm",Detroit Pistons,Los Angeles Clippers
"Fri, Nov 12, 2010 7:00 pm",New York Knicks,Minnesota Timberwolves
"Fri, Nov 12, 2010 8:30 pm",Portland Trail Blazers,Oklahoma City Thunder
"Fri, Nov 12, 2010 7:00 pm",Toronto Raptors,Orlando Magic
"Fri, Nov 12, 2010 7:00 pm",Sacramento Kings,Phoenix Suns
"Fri, Nov 12, 2010 7:00 pm",Charlotte Bobcats,Washington Wizards
"Sat, Nov 13, 2010 7:00 pm",Utah Jazz,Charlotte Bobcats
"Sat, Nov 13, 2010 7:00 pm",Washington Wizards,Chicago Bulls
"Sat, Nov 13, 2010 7:30 pm",Indiana Pacers,Cleveland Cavaliers
"Sat, Nov 13, 2010 7:00 pm",Boston Celtics,Memphis Grizzlies
"Sat, Nov 13, 2010 7:30 pm",Toronto Raptors,Miami Heat
"Sat, Nov 13, 2010 7:30 pm",Golden State Warriors,Milwaukee Bucks
"Sat, Nov 13, 2010 7:00 pm",Orlando Magic,New Jersey Nets
"Sat, Nov 13, 2010 7:00 pm",Portland Trail Blazers,New Orleans Hornets
"Sat, Nov 13, 2010 7:30 pm",Philadelphia 76ers,San Antonio Spurs
"Sun, Nov 14, 2010 2:00 pm",Minnesota Timberwolves,Atlanta Hawks
"Sun, Nov 14, 2010 6:30 pm",Phoenix Suns,Los Angeles Lakers
"Sun, Nov 14, 2010 7:30 pm",Houston Rockets,New York Knicks
"Sun, Nov 14, 2010 6:00 pm",San Antonio Spurs,Oklahoma City Thunder
"Sun, Nov 14, 2010 3:00 pm",Detroit Pistons,Sacramento Kings
"Mon, Nov 15, 2010 7:00 pm",Minnesota Timberwolves,Charlotte Bobcats
"Mon, Nov 15, 2010 7:30 pm",New Orleans Hornets,Dallas Mavericks
"Mon, Nov 15, 2010 7:30 pm",Detroit Pistons,Golden State Warriors
"Mon, Nov 15, 2010 7:30 pm",New Jersey Nets,Los Angeles Clippers
"Mon, Nov 15, 2010 7:00 pm",Memphis Grizzlies,Orlando Magic
"Mon, Nov 15, 2010 7:00 pm",Denver Nuggets,Phoenix Suns
"Mon, Nov 15, 2010 7:00 pm",Oklahoma City Thunder,Utah Jazz
"Tue, Nov 16, 2010 7:00 pm",Philadelphia 76ers,Cleveland Cavaliers
"Tue, Nov 16, 2010 7:00 pm",New York Knicks,Denver Nuggets
"Tue, Nov 16, 2010 7:30 pm",Chicago Bulls,Houston Rockets
"Tue, Nov 16, 2010 7:00 pm",Atlanta Hawks,Indiana Pacers
"Tue, Nov 16, 2010 7:00 pm",Portland Trail Blazers,Memphis Grizzlies
"Tue, Nov 16, 2010 7:00 pm",Los Angeles Lakers,Milwaukee Bucks
"Tue, Nov 16, 2010 7:00 pm",Toronto Raptors,Washington Wizards
"Wed, Nov 17, 2010 7:30 pm",Washington Wizards,Boston Celtics
"Wed, Nov 17, 2010 7:30 pm",Los Angeles Lakers,Detroit Pistons
"Wed, Nov 17, 2010 7:00 pm",Phoenix Suns,Miami Heat
"Wed, Nov 17, 2010 7:00 pm",Los Angeles Clippers,Minnesota Timberwolves
"Wed, Nov 17, 2010 7:00 pm",Dallas Mavericks,New Orleans Hornets
"Wed, Nov 17, 2010 7:00 pm",Houston Rockets,Oklahoma City Thunder
"Wed, Nov 17, 2010 7:00 pm",Toronto Raptors,Philadelphia 76ers
"Wed, Nov 17, 2010 7:00 pm",New York Knicks,Sacramento Kings
"Wed, Nov 17, 2010 8:30 pm",Chicago Bulls,San Antonio Spurs
"Wed, Nov 17, 2010 7:00 pm",New Jersey Nets,Utah Jazz
"Thu, Nov 18, 2010 7:00 pm",Los Angeles Clippers,Indiana Pacers
"Thu, Nov 18, 2010 8:00 pm",Phoenix Suns,Orlando Magic
"Thu, Nov 18, 2010 7:30 pm",Denver Nuggets,Portland Trail Blazers
"Fri, Nov 19, 2010 7:00 pm",Oklahoma City Thunder,Boston Celtics
"Fri, Nov 19, 2010 8:30 pm",Chicago Bulls,Dallas Mavericks
"Fri, Nov 19, 2010 7:30 pm",New York Knicks,Golden State Warriors
"Fri, Nov 19, 2010 7:30 pm",Charlotte Bobcats,Miami Heat
"Fri, Nov 19, 2010 7:00 pm",Los Angeles Lakers,Minnesota Timberwolves
"Fri, Nov 19, 2010 7:00 pm",Cleveland Cavaliers,New Orleans Hornets
"Fri, Nov 19, 2010 7:00 pm",Milwaukee Bucks,Philadelphia 76ers
"Fri, Nov 19, 2010 7:00 pm",New Jersey Nets,Sacramento Kings
"Fri, Nov 19, 2010 7:00 pm",Houston Rockets,Toronto Raptors
"Fri, Nov 19, 2010 7:00 pm",San Antonio Spurs,Utah Jazz
"Fri, Nov 19, 2010 7:00 pm",Memphis Grizzlies,Washington Wizards
"Sat, Nov 20, 2010 8:00 pm",Dallas Mavericks,Atlanta Hawks
"Sat, Nov 20, 2010 7:00 pm",Phoenix Suns,Charlotte Bobcats
"Sat, Nov 20, 2010 7:00 pm",New Jersey Nets,Denver Nuggets
"Sat, Nov 20, 2010 7:00 pm",Orlando Magic,Indiana Pacers
"Sat, Nov 20, 2010 7:30 pm",New York Knicks,Los Angeles Clippers
"Sat, Nov 20, 2010 7:00 pm",Miami Heat,Memphis Grizzlies
"Sat, Nov 20, 2010 7:30 pm",Oklahoma City Thunder,Milwaukee Bucks
"Sat, Nov 20, 2010 7:00 pm",Utah Jazz,Portland Trail Blazers
"Sat, Nov 20, 2010 7:30 pm",Cleveland Cavaliers,San Antonio Spurs
"Sun, Nov 21, 2010 6:00 pm",Washington Wizards,Detroit Pistons
"Sun, Nov 21, 2010 6:30 pm",Golden State Warriors,Los Angeles Lakers
"Sun, Nov 21, 2010 3:00 pm",New Orleans Hornets,Sacramento Kings
"Sun, Nov 21, 2010 1:00 pm",Boston Celtics,Toronto Raptors
"Mon, Nov 22, 2010 7:00 pm",Boston Celtics,Atlanta Hawks
"Mon, Nov 22, 2010 7:30 pm",Denver Nuggets,Golden State Warriors
"Mon, Nov 22, 2010 7:30 pm",Phoenix Suns,Houston Rockets
"Mon, Nov 22, 2010 7:30 pm",New Orleans Hornets,Los Angeles Clippers
"Mon, Nov 22, 2010 7:30 pm",Indiana Pacers,Miami Heat
"Mon, Nov 22, 2010 7:00 pm",Minnesota Timberwolves,Oklahoma City Thunder
"Mon, Nov 22, 2010 7:30 pm",Orlando Magic,San Antonio Spurs
"Mon, Nov 22, 2010 7:00 pm",Sacramento Kings,Utah Jazz
"Tue, Nov 23, 2010 7:30 pm",Detroit Pistons,Dallas Mavericks
"Tue, Nov 23, 2010 7:00 pm",Cleveland Cavaliers,Indiana Pacers
"Tue, Nov 23, 2010 7:30 pm",Chicago Bulls,Los Angeles Lakers
"Tue, Nov 23, 2010 7:00 pm",Atlanta Hawks,New Jersey Nets
"Tue, Nov 23, 2010 7:30 pm",Charlotte Bobcats,New York Knicks
"Tue, Nov 23, 2010 7:00 pm",Philadelphia 76ers,Washington Wizards
"Wed, Nov 24, 2010 7:30 pm",New Jersey Nets,Boston Celtics
"Wed, Nov 24, 2010 7:00 pm",New York Knicks,Charlotte Bobcats
"Wed, Nov 24, 2010 7:00 pm",Milwaukee Bucks,Cleveland Cavaliers
"Wed, Nov 24, 2010 7:30 pm",Golden State Warriors,Houston Rockets
"Wed, Nov 24, 2010 7:00 pm",Detroit Pistons,Memphis Grizzlies
"Wed, Nov 24, 2010 7:00 pm",San Antonio Spurs,Minnesota Timberwolves
"Wed, Nov 24, 2010 7:00 pm",Dallas Mavericks,Oklahoma City Thunder
"Wed, Nov 24, 2010 7:30 pm",Miami Heat,Orlando Magic
"Wed, Nov 24, 2010 7:00 pm",Chicago Bulls,Phoenix Suns
"Wed, Nov 24, 2010 7:00 pm",Philadelphia 76ers,Toronto Raptors
"Wed, Nov 24, 2010 7:00 pm",New Orleans Hornets,Utah Jazz
"Thu, Nov 25, 2010 8:00 pm",Washington Wizards,Atlanta Hawks
"Thu, Nov 25, 2010 7:30 pm",Sacramento Kings,Los Angeles Clippers
"Fri, Nov 26, 2010 7:30 pm",Toronto Raptors,Boston Celtics
"Fri, Nov 26, 2010 7:00 pm",Houston Rockets,Charlotte Bobcats
"Fri, Nov 26, 2010 7:00 pm",Chicago Bulls,Denver Nuggets
"Fri, Nov 26, 2010 7:30 pm",Milwaukee Bucks,Detroit Pistons
"Fri, Nov 26, 2010 8:00 pm",Oklahoma City Thunder,Indiana Pacers
"Fri, Nov 26, 2010 8:30 pm",Golden State Warriors,Memphis Grizzlies
"Fri, Nov 26, 2010 7:30 pm",Philadelphia 76ers,Miami Heat
"Fri, Nov 26, 2010 7:00 pm",Cleveland Cavaliers,Orlando Magic
"Fri, Nov 26, 2010 7:00 pm",Los Angeles Clippers,Phoenix Suns
"Fri, Nov 26, 2010 7:00 pm",New Orleans Hornets,Portland Trail Blazers
"Fri, Nov 26, 2010 7:30 pm",Dallas Mavericks,San Antonio Spurs
"Fri, Nov 26, 2010 7:00 pm",Los Angeles Lakers,Utah Jazz
"Sat, Nov 27, 2010 7:30 pm",Memphis Grizzlies,Cleveland Cavaliers
"Sat, Nov 27, 2010 7:30 pm",Miami Heat,Dallas Mavericks
"Sat, Nov 27, 2010 8:00 pm",Charlotte Bobcats,Milwaukee Bucks
"Sat, Nov 27, 2010 7:00 pm",Golden State Warriors,Minnesota Timberwolves
"Sat, Nov 27, 2010 1:00 pm",Atlanta Hawks,New York Knicks
"Sat, Nov 27, 2010 7:30 pm",New Jersey Nets,Philadelphia 76ers
"Sat, Nov 27, 2010 7:00 pm",Chicago Bulls,Sacramento Kings
"Sat, Nov 27, 2010 7:00 pm",Orlando Magic,Washington Wizards
"Sun, Nov 28, 2010 6:00 pm",Phoenix Suns,Denver Nuggets
"Sun, Nov 28, 2010 1:30 pm",New York Knicks,Detroit Pistons
"Sun, Nov 28, 2010 6:00 pm",Oklahoma City Thunder,Houston Rockets
"Sun, Nov 28, 2010 12:30 pm",Utah Jazz,Los Angeles Clippers
"Sun, Nov 28, 2010 6:30 pm",Indiana Pacers,Los Angeles Lakers
"Sun, Nov 28, 2010 7:00 pm",Portland Trail Blazers,New Jersey Nets
"Sun, Nov 28, 2010 2:00 pm",San Antonio Spurs,New Orleans Hornets
"Sun, Nov 28, 2010 1:00 pm",Atlanta Hawks,Toronto Raptors
"Mon, Nov 29, 2010 7:30 pm",Houston Rockets,Dallas Mavericks
"Mon, Nov 29, 2010 7:30 pm",Washington Wizards,Miami Heat
"Mon, Nov 29, 2010 7:00 pm",New Orleans Hornets,Oklahoma City Thunder
"Mon, Nov 29, 2010 7:00 pm",Milwaukee Bucks,Utah Jazz
"Tue, Nov 30, 2010 7:00 pm",Boston Celtics,Cleveland Cavaliers
"Tue, Nov 30, 2010 7:30 pm",San Antonio Spurs,Golden State Warriors
"Tue, Nov 30, 2010 7:00 pm",Los Angeles Lakers,Memphis Grizzlies
"Tue, Nov 30, 2010 7:30 pm",New Jersey Nets,New York Knicks
"Tue, Nov 30, 2010 7:00 pm",Detroit Pistons,Orlando Magic
"Tue, Nov 30, 2010 7:00 pm",Portland Trail Blazers,Philadelphia 76ers
"Tue, Nov 30, 2010 7:00 pm",Indiana Pacers,Sacramento Kings
"Wed, Dec 1, 2010 7:00 pm",Memphis Grizzlies,Atlanta Hawks
"Wed, Dec 1, 2010 7:30 pm",Portland Trail Blazers,Boston Celtics
"Wed, Dec 1, 2010 7:00 pm",Orlando Magic,Chicago Bulls
"Wed, Dec 1, 2010 7:30 pm",Minnesota Timberwolves,Dallas Mavericks
"Wed, Dec 1, 2010 7:00 pm",Milwaukee Bucks,Denver Nuggets
"Wed, Dec 1, 2010 7:30 pm",Los Angeles Lakers,Houston Rockets
"Wed, Dec 1, 2010 7:30 pm",San Antonio Spurs,Los Angeles Clippers
"Wed, Dec 1, 2010 7:30 pm",Detroit Pistons,Miami Heat
"Wed, Dec 1, 2010 7:00 pm",Oklahoma City Thunder,New Jersey Nets
"Wed, Dec 1, 2010 7:00 pm",Charlotte Bobcats,New Orleans Hornets
"Wed, Dec 1, 2010 7:00 pm",Washington Wizards,Toronto Raptors
"Wed, Dec 1, 2010 7:00 pm",Indiana Pacers,Utah Jazz
"Thu, Dec 2, 2010 8:00 pm",Miami Heat,Cleveland Cavaliers
"Thu, Dec 2, 2010 7:30 pm",Phoenix Suns,Golden State Warriors
"Fri, Dec 3, 2010 7:30 pm",Philadelphia 76ers,Atlanta Hawks
"Fri, Dec 3, 2010 8:00 pm",Chicago Bulls,Boston Celtics
"Fri, Dec 3, 2010 7:00 pm",New Jersey Nets,Charlotte Bobcats
"Fri, Dec 3, 2010 7:00 pm",Los Angeles Clippers,Denver Nuggets
"Fri, Dec 3, 2010 7:30 pm",Orlando Magic,Detroit Pistons
"Fri, Dec 3, 2010 7:30 pm",Sacramento Kings,Los Angeles Lakers
"Fri, Dec 3, 2010 7:00 pm",Houston Rockets,Memphis Grizzlies
"Fri, Dec 3, 2010 7:00 pm",New York Knicks,New Orleans Hornets
"Fri, Dec 3, 2010 7:00 pm",Indiana Pacers,Phoenix Suns
"Fri, Dec 3, 2010 7:30 pm",Minnesota Timberwolves,San Antonio Spurs
"Fri, Dec 3, 2010 7:00 pm",Oklahoma City Thunder,Toronto Raptors
"Fri, Dec 3, 2010 8:30 pm",Dallas Mavericks,Utah Jazz
"Fri, Dec 3, 2010 7:00 pm",Portland Trail Blazers,Washington Wizards
"Sat, Dec 4, 2010 7:00 pm",Houston Rockets,Chicago Bulls
"Sat, Dec 4, 2010 7:30 pm",Atlanta Hawks,Miami Heat
"Sat, Dec 4, 2010 7:30 pm",Orlando Magic,Milwaukee Bucks
"Sat, Dec 4, 2010 7:00 pm",Cleveland Cavaliers,Minnesota Timberwolves
"Sat, Dec 4, 2010 7:30 pm",Charlotte Bobcats,Philadelphia 76ers
"Sat, Dec 4, 2010 7:00 pm",Dallas Mavericks,Sacramento Kings
"Sun, Dec 5, 2010 6:00 pm",Memphis Grizzlies,Denver Nuggets
"Sun, Dec 5, 2010 6:00 pm",Cleveland Cavaliers,Detroit Pistons
"Sun, Dec 5, 2010 1:00 pm",Boston Celtics,New Jersey Nets
"Sun, Dec 5, 2010 6:00 pm",Golden State Warriors,Oklahoma City Thunder
"Sun, Dec 5, 2010 6:00 pm",Washington Wizards,Phoenix Suns
"Sun, Dec 5, 2010 6:00 pm",Los Angeles Clippers,Portland Trail Blazers
"Sun, Dec 5, 2010 6:00 pm",New Orleans Hornets,San Antonio Spurs
"Sun, Dec 5, 2010 1:00 pm",New York Knicks,Toronto Raptors
"Mon, Dec 6, 2010 7:00 pm",Oklahoma City Thunder,Chicago Bulls
"Mon, Dec 6, 2010 7:00 pm",Toronto Raptors,Indiana Pacers
"Mon, Dec 6, 2010 7:30 pm",Sacramento Kings,Los Angeles Clippers
"Mon, Dec 6, 2010 7:00 pm",Miami Heat,Milwaukee Bucks
"Mon, Dec 6, 2010 7:30 pm",Minnesota Timberwolves,New York Knicks
"Mon, Dec 6, 2010 7:00 pm",Atlanta Hawks,Orlando Magic
"Mon, Dec 6, 2010 7:00 pm",Memphis Grizzlies,Utah Jazz
"Tue, Dec 7, 2010 7:00 pm",New Jersey Nets,Atlanta Hawks
"Tue, Dec 7, 2010 7:00 pm",Denver Nuggets,Charlotte Bobcats
"Tue, Dec 7, 2010 7:30 pm",Golden State Warriors,Dallas Mavericks
"Tue, Dec 7, 2010 7:30 pm",Detroit Pistons,Houston Rockets
"Tue, Dec 7, 2010 7:30 pm",Washington Wizards,Los Angeles Lakers
"Tue, Dec 7, 2010 7:00 pm",Cleveland Cavaliers,Philadelphia 76ers
"Tue, Dec 7, 2010 7:00 pm",Phoenix Suns,Portland Trail Blazers
"Wed, Dec 8, 2010 7:00 pm",Denver Nuggets,Boston Celtics
"Wed, Dec 8, 2010 7:00 pm",Chicago Bulls,Cleveland Cavaliers
"Wed, Dec 8, 2010 7:30 pm",Los Angeles Lakers,Los Angeles Clippers
"Wed, Dec 8, 2010 7:00 pm",Indiana Pacers,Milwaukee Bucks
"Wed, Dec 8, 2010 7:00 pm",Oklahoma City Thunder,Minnesota Timberwolves
"Wed, Dec 8, 2010 7:00 pm",Detroit Pistons,New Orleans Hornets
"Wed, Dec 8, 2010 7:30 pm",Toronto Raptors,New York Knicks
"Wed, Dec 8, 2010 7:00 pm",Memphis Grizzlies,Phoenix Suns
"Wed, Dec 8, 2010 7:00 pm",Washington Wizards,Sacramento Kings
"Wed, Dec 8, 2010 7:30 pm",Golden State Warriors,San Antonio Spurs
"Wed, Dec 8, 2010 7:00 pm",Miami Heat,Utah Jazz
"Thu, Dec 9, 2010 7:30 pm",New Jersey Nets,Dallas Mavericks
"Thu, Dec 9, 2010 8:00 pm",Boston Celtics,Philadelphia 76ers
"Thu, Dec 9, 2010 7:30 pm",Orlando Magic,Portland Trail Blazers
"Fri, Dec 10, 2010 7:00 pm",Los Angeles Lakers,Chicago Bulls
"Fri, Dec 10, 2010 7:30 pm",Miami Heat,Golden State Warriors
"Fri, Dec 10, 2010 7:00 pm",Charlotte Bobcats,Indiana Pacers
"Fri, Dec 10, 2010 7:30 pm",Houston Rockets,Milwaukee Bucks
"Fri, Dec 10, 2010 7:00 pm",Detroit Pistons,Minnesota Timberwolves
"Fri, Dec 10, 2010 7:00 pm",Oklahoma City Thunder,New Orleans Hornets
"Fri, Dec 10, 2010 7:00 pm",Portland Trail Blazers,Phoenix Suns
"Fri, Dec 10, 2010 7:30 pm",Atlanta Hawks,San Antonio Spurs
"Fri, Dec 10, 2010 7:00 pm",Denver Nuggets,Toronto Raptors
"Fri, Dec 10, 2010 7:00 pm",Orlando Magic,Utah Jazz
"Fri, Dec 10, 2010 7:00 pm",New York Knicks,Washington Wizards
