DateTime,Away,Home
"Sat, Dec 31, 2011 6:00 pm",Indiana Pacers,Detroit Pistons
"Sat, Dec 31, 2011 6:00 pm",Philadelphia 76ers,Golden State Warriors
"Sat, Dec 31, 2011 6:00 pm",Atlanta Hawks,Houston Rockets
"Sat, Dec 31, 2011 12:30 pm",Denver Nuggets,Los Angeles Lakers
"Sat, Dec 31, 2011 7:00 pm",Phoenix Suns,Oklahoma City Thunder
"Sat, Dec 31, 2011 5:00 pm",New York Knicks,Sacramento Kings
"Sat, Dec 31, 2011 7:30 pm",Utah Jazz,San Antonio Spurs
"Sun, Jan 1, 2012 7:00 pm",Memphis Grizzlies,Chicago Bulls
"Sun, Jan 1, 2012 6:00 pm",New Jersey Nets,Cleveland Cavaliers
"Sun, Jan 1, 2012 6:00 pm",Los Angeles Lakers,Denver Nuggets
"Sun, Jan 1, 2012 6:30 pm",Portland Trail Blazers,Los Angeles Clippers
"Sun, Jan 1, 2012 6:00 pm",Charlotte Bobcats,Miami Heat
"Sun, Jan 1, 2012 6:00 pm",Dallas Mavericks,Minnesota Timberwolves
"Sun, Jan 1, 2012 6:00 pm",Toronto Raptors,Orlando Magic
"Sun, Jan 1, 2012 6:00 pm",New Orleans Hornets,Sacramento Kings
"Sun, Jan 1, 2012 6:00 pm",Boston Celtics,Washington Wizards
"Mon, Jan 2, 2012 7:30 pm",Washington Wizards,Boston Celtics
"Mon, Jan 2, 2012 7:30 pm",Oklahoma City Thunder,Dallas Mavericks
"Mon, Jan 2, 2012 7:00 pm",Milwaukee Bucks,Denver Nuggets
"Mon, Jan 2, 2012 7:30 pm",Orlando Magic,Detroit Pistons
"Mon, Jan 2, 2012 7:30 pm",Atlanta Hawks,Miami Heat
"Mon, Jan 2, 2012 7:00 pm",San Antonio Spurs,Minnesota Timberwolves
"Mon, Jan 2, 2012 7:30 pm",Indiana Pacers,New Jersey Nets
"Mon, Jan 2, 2012 7:30 pm",Toronto Raptors,New York Knicks
"Mon, Jan 2, 2012 1:30 pm",Golden State Warriors,Phoenix Suns
"Mon, Jan 2, 2012 7:00 pm",New Orleans Hornets,Utah Jazz
"Tue, Jan 3, 2012 7:00 pm",Atlanta Hawks,Chicago Bulls
"Tue, Jan 3, 2012 7:00 pm",Charlotte Bobcats,Cleveland Cavaliers
"Tue, Jan 3, 2012 7:30 pm",Houston Rockets,Los Angeles Lakers
"Tue, Jan 3, 2012 7:00 pm",Sacramento Kings,Memphis Grizzlies
"Tue, Jan 3, 2012 7:00 pm",Portland Trail Blazers,Oklahoma City Thunder
"Tue, Jan 3, 2012 7:00 pm",Milwaukee Bucks,Utah Jazz
"Wed, Jan 4, 2012 7:30 pm",New Jersey Nets,Boston Celtics
"Wed, Jan 4, 2012 7:30 pm",Phoenix Suns,Dallas Mavericks
"Wed, Jan 4, 2012 7:00 pm",Sacramento Kings,Denver Nuggets
"Wed, Jan 4, 2012 7:30 pm",Chicago Bulls,Detroit Pistons
"Wed, Jan 4, 2012 7:30 pm",Houston Rockets,Los Angeles Clippers
"Wed, Jan 4, 2012 7:30 pm",Indiana Pacers,Miami Heat
"Wed, Jan 4, 2012 7:00 pm",Memphis Grizzlies,Minnesota Timberwolves
"Wed, Jan 4, 2012 7:00 pm",Philadelphia 76ers,New Orleans Hornets
"Wed, Jan 4, 2012 7:30 pm",Charlotte Bobcats,New York Knicks
"Wed, Jan 4, 2012 7:00 pm",Washington Wizards,Orlando Magic
"Wed, Jan 4, 2012 7:30 pm",Golden State Warriors,San Antonio Spurs
"Wed, Jan 4, 2012 7:00 pm",Cleveland Cavaliers,Toronto Raptors
"Thu, Jan 5, 2012 8:00 pm",Miami Heat,Atlanta Hawks
"Thu, Jan 5, 2012 7:30 pm",Los Angeles Lakers,Portland Trail Blazers
"Thu, Jan 5, 2012 7:00 pm",Milwaukee Bucks,Sacramento Kings
"Thu, Jan 5, 2012 7:30 pm",Dallas Mavericks,San Antonio Spurs
"Fri, Jan 6, 2012 7:30 pm",Indiana Pacers,Boston Celtics
"Fri, Jan 6, 2012 7:00 pm",Atlanta Hawks,Charlotte Bobcats
"Fri, Jan 6, 2012 7:30 pm",Golden State Warriors,Los Angeles Lakers
"Fri, Jan 6, 2012 7:00 pm",Cleveland Cavaliers,Minnesota Timberwolves
"Fri, Jan 6, 2012 7:00 pm",Denver Nuggets,New Orleans Hornets
"Fri, Jan 6, 2012 7:00 pm",Houston Rockets,Oklahoma City Thunder
"Fri, Jan 6, 2012 8:00 pm",Chicago Bulls,Orlando Magic
"Fri, Jan 6, 2012 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Fri, Jan 6, 2012 8:30 pm",Portland Trail Blazers,Phoenix Suns
"Fri, Jan 6, 2012 7:00 pm",New Jersey Nets,Toronto Raptors
"Fri, Jan 6, 2012 7:00 pm",Memphis Grizzlies,Utah Jazz
"Fri, Jan 6, 2012 7:00 pm",New York Knicks,Washington Wizards
"Sat, Jan 7, 2012 7:00 pm",Chicago Bulls,Atlanta Hawks
"Sat, Jan 7, 2012 8:00 pm",New Orleans Hornets,Dallas Mavericks
"Sat, Jan 7, 2012 7:30 pm",New York Knicks,Detroit Pistons
"Sat, Jan 7, 2012 7:30 pm",Utah Jazz,Golden State Warriors
"Sat, Jan 7, 2012 7:00 pm",Oklahoma City Thunder,Houston Rockets
"Sat, Jan 7, 2012 7:00 pm",Charlotte Bobcats,Indiana Pacers
"Sat, Jan 7, 2012 7:30 pm",Milwaukee Bucks,Los Angeles Clippers
"Sat, Jan 7, 2012 7:30 pm",Miami Heat,New Jersey Nets
"Sat, Jan 7, 2012 8:00 pm",Toronto Raptors,Philadelphia 76ers
"Sat, Jan 7, 2012 7:30 pm",Denver Nuggets,San Antonio Spurs
"Sun, Jan 8, 2012 6:30 pm",Memphis Grizzlies,Los Angeles Lakers
"Sun, Jan 8, 2012 6:00 pm",San Antonio Spurs,Oklahoma City Thunder
"Sun, Jan 8, 2012 6:00 pm",Milwaukee Bucks,Phoenix Suns
"Sun, Jan 8, 2012 6:00 pm",Cleveland Cavaliers,Portland Trail Blazers
"Sun, Jan 8, 2012 3:00 pm",Orlando Magic,Sacramento Kings
"Sun, Jan 8, 2012 1:00 pm",Minnesota Timberwolves,Washington Wizards
"Mon, Jan 9, 2012 7:00 pm",Detroit Pistons,Chicago Bulls
"Mon, Jan 9, 2012 7:00 pm",New Orleans Hornets,Denver Nuggets
"Mon, Jan 9, 2012 7:30 pm",Atlanta Hawks,New Jersey Nets
"Mon, Jan 9, 2012 7:30 pm",Charlotte Bobcats,New York Knicks
"Mon, Jan 9, 2012 7:00 pm",Indiana Pacers,Philadelphia 76ers
"Mon, Jan 9, 2012 7:00 pm",Minnesota Timberwolves,Toronto Raptors
"Tue, Jan 10, 2012 7:00 pm",Houston Rockets,Charlotte Bobcats
"Tue, Jan 10, 2012 7:30 pm",Dallas Mavericks,Detroit Pistons
"Tue, Jan 10, 2012 7:30 pm",Miami Heat,Golden State Warriors
"Tue, Jan 10, 2012 7:30 pm",Phoenix Suns,Los Angeles Lakers
"Tue, Jan 10, 2012 7:00 pm",Oklahoma City Thunder,Memphis Grizzlies
"Tue, Jan 10, 2012 7:00 pm",San Antonio Spurs,Milwaukee Bucks
"Tue, Jan 10, 2012 7:00 pm",Chicago Bulls,Minnesota Timberwolves
"Tue, Jan 10, 2012 7:00 pm",Sacramento Kings,Philadelphia 76ers
"Tue, Jan 10, 2012 7:00 pm",Los Angeles Clippers,Portland Trail Blazers
"Tue, Jan 10, 2012 7:00 pm",Cleveland Cavaliers,Utah Jazz
"Tue, Jan 10, 2012 7:00 pm",Toronto Raptors,Washington Wizards
"Wed, Jan 11, 2012 8:00 pm",Dallas Mavericks,Boston Celtics
"Wed, Jan 11, 2012 7:00 pm",Washington Wizards,Chicago Bulls
"Wed, Jan 11, 2012 7:00 pm",New Jersey Nets,Denver Nuggets
"Wed, Jan 11, 2012 7:00 pm",Atlanta Hawks,Indiana Pacers
"Wed, Jan 11, 2012 7:30 pm",Miami Heat,Los Angeles Clippers
"Wed, Jan 11, 2012 7:00 pm",Oklahoma City Thunder,New Orleans Hornets
"Wed, Jan 11, 2012 7:30 pm",Philadelphia 76ers,New York Knicks
"Wed, Jan 11, 2012 7:00 pm",Orlando Magic,Portland Trail Blazers
"Wed, Jan 11, 2012 7:30 pm",Houston Rockets,San Antonio Spurs
"Wed, Jan 11, 2012 7:00 pm",Sacramento Kings,Toronto Raptors
"Wed, Jan 11, 2012 7:00 pm",Los Angeles Lakers,Utah Jazz
"Thu, Jan 12, 2012 7:30 pm",Charlotte Bobcats,Atlanta Hawks
"Thu, Jan 12, 2012 7:30 pm",Orlando Magic,Golden State Warriors
"Thu, Jan 12, 2012 7:00 pm",New York Knicks,Memphis Grizzlies
"Thu, Jan 12, 2012 7:00 pm",Detroit Pistons,Milwaukee Bucks
"Thu, Jan 12, 2012 7:00 pm",Cleveland Cavaliers,Phoenix Suns
"Fri, Jan 13, 2012 8:00 pm",Chicago Bulls,Boston Celtics
"Fri, Jan 13, 2012 7:00 pm",Detroit Pistons,Charlotte Bobcats
"Fri, Jan 13, 2012 7:30 pm",Milwaukee Bucks,Dallas Mavericks
"Fri, Jan 13, 2012 8:30 pm",Miami Heat,Denver Nuggets
"Fri, Jan 13, 2012 7:00 pm",Sacramento Kings,Houston Rockets
"Fri, Jan 13, 2012 7:30 pm",Cleveland Cavaliers,Los Angeles Lakers
"Fri, Jan 13, 2012 7:00 pm",Minnesota Timberwolves,New Orleans Hornets
"Fri, Jan 13, 2012 7:00 pm",Washington Wizards,Philadelphia 76ers
"Fri, Jan 13, 2012 7:00 pm",New Jersey Nets,Phoenix Suns
"Fri, Jan 13, 2012 7:30 pm",Portland Trail Blazers,San Antonio Spurs
"Fri, Jan 13, 2012 7:00 pm",Indiana Pacers,Toronto Raptors
"Sat, Jan 14, 2012 7:00 pm",Minnesota Timberwolves,Atlanta Hawks
"Sat, Jan 14, 2012 7:00 pm",Golden State Warriors,Charlotte Bobcats
"Sat, Jan 14, 2012 7:00 pm",Toronto Raptors,Chicago Bulls
"Sat, Jan 14, 2012 8:00 pm",Sacramento Kings,Dallas Mavericks
"Sat, Jan 14, 2012 7:00 pm",Portland Trail Blazers,Houston Rockets
"Sat, Jan 14, 2012 7:00 pm",Boston Celtics,Indiana Pacers
"Sat, Jan 14, 2012 7:30 pm",Los Angeles Lakers,Los Angeles Clippers
"Sat, Jan 14, 2012 7:00 pm",New Orleans Hornets,Memphis Grizzlies
"Sat, Jan 14, 2012 7:00 pm",New York Knicks,Oklahoma City Thunder
"Sat, Jan 14, 2012 7:00 pm",New Jersey Nets,Utah Jazz
"Sat, Jan 14, 2012 7:00 pm",Philadelphia 76ers,Washington Wizards
"Sun, Jan 15, 2012 6:00 pm",Utah Jazz,Denver Nuggets
"Sun, Jan 15, 2012 6:00 pm",Golden State Warriors,Detroit Pistons
"Sun, Jan 15, 2012 8:00 pm",Phoenix Suns,San Antonio Spurs
"Mon, Jan 16, 2012 4:00 pm",Toronto Raptors,Atlanta Hawks
"Mon, Jan 16, 2012 8:00 pm",Oklahoma City Thunder,Boston Celtics
"Mon, Jan 16, 2012 2:00 pm",Cleveland Cavaliers,Charlotte Bobcats
"Mon, Jan 16, 2012 12:30 pm",New Jersey Nets,Los Angeles Clippers
"Mon, Jan 16, 2012 7:30 pm",Dallas Mavericks,Los Angeles Lakers
"Mon, Jan 16, 2012 12:00 pm",Chicago Bulls,Memphis Grizzlies
"Mon, Jan 16, 2012 7:00 pm",Sacramento Kings,Minnesota Timberwolves
"Mon, Jan 16, 2012 2:00 pm",Portland Trail Blazers,New Orleans Hornets
"Mon, Jan 16, 2012 1:00 pm",Orlando Magic,New York Knicks
"Mon, Jan 16, 2012 2:00 pm",Milwaukee Bucks,Philadelphia 76ers
"Mon, Jan 16, 2012 2:00 pm",Houston Rockets,Washington Wizards
"Tue, Jan 17, 2012 7:00 pm",Phoenix Suns,Chicago Bulls
"Tue, Jan 17, 2012 7:00 pm",Golden State Warriors,Cleveland Cavaliers
"Tue, Jan 17, 2012 7:00 pm",Detroit Pistons,Houston Rockets
"Tue, Jan 17, 2012 7:30 pm",San Antonio Spurs,Miami Heat
"Tue, Jan 17, 2012 7:00 pm",Denver Nuggets,Milwaukee Bucks
"Tue, Jan 17, 2012 7:00 pm",Charlotte Bobcats,Orlando Magic
"Tue, Jan 17, 2012 7:00 pm",Los Angeles Clippers,Utah Jazz
"Wed, Jan 18, 2012 8:00 pm",Portland Trail Blazers,Atlanta Hawks
"Wed, Jan 18, 2012 7:30 pm",Toronto Raptors,Boston Celtics
"Wed, Jan 18, 2012 7:30 pm",Dallas Mavericks,Los Angeles Clippers
"Wed, Jan 18, 2012 7:00 pm",Detroit Pistons,Minnesota Timberwolves
"Wed, Jan 18, 2012 7:30 pm",Golden State Warriors,New Jersey Nets
"Wed, Jan 18, 2012 7:00 pm",Memphis Grizzlies,New Orleans Hornets
"Wed, Jan 18, 2012 7:30 pm",Phoenix Suns,New York Knicks
"Wed, Jan 18, 2012 7:00 pm",San Antonio Spurs,Orlando Magic
"Wed, Jan 18, 2012 7:00 pm",Denver Nuggets,Philadelphia 76ers
"Wed, Jan 18, 2012 7:00 pm",Indiana Pacers,Sacramento Kings
"Wed, Jan 18, 2012 7:00 pm",Oklahoma City Thunder,Washington Wizards
"Thu, Jan 19, 2012 7:00 pm",New Orleans Hornets,Houston Rockets
"Thu, Jan 19, 2012 8:00 pm",Los Angeles Lakers,Miami Heat
"Thu, Jan 19, 2012 8:30 pm",Dallas Mavericks,Utah Jazz
"Fri, Jan 20, 2012 7:30 pm",Phoenix Suns,Boston Celtics
"Fri, Jan 20, 2012 7:30 pm",Chicago Bulls,Cleveland Cavaliers
"Fri, Jan 20, 2012 7:30 pm",Memphis Grizzlies,Detroit Pistons
"Fri, Jan 20, 2012 7:30 pm",Indiana Pacers,Golden State Warriors
"Fri, Jan 20, 2012 7:30 pm",Minnesota Timberwolves,Los Angeles Clippers
"Fri, Jan 20, 2012 7:30 pm",Milwaukee Bucks,New York Knicks
"Fri, Jan 20, 2012 8:00 pm",Los Angeles Lakers,Orlando Magic
"Fri, Jan 20, 2012 7:00 pm",Atlanta Hawks,Philadelphia 76ers
"Fri, Jan 20, 2012 7:30 pm",Sacramento Kings,San Antonio Spurs
"Fri, Jan 20, 2012 7:00 pm",Portland Trail Blazers,Toronto Raptors
"Fri, Jan 20, 2012 7:00 pm",Denver Nuggets,Washington Wizards
"Sat, Jan 21, 2012 7:00 pm",Cleveland Cavaliers,Atlanta Hawks
"Sat, Jan 21, 2012 7:00 pm",Charlotte Bobcats,Chicago Bulls
"Sat, Jan 21, 2012 7:30 pm",Portland Trail Blazers,Detroit Pistons
"Sat, Jan 21, 2012 7:00 pm",San Antonio Spurs,Houston Rockets
"Sat, Jan 21, 2012 7:00 pm",Sacramento Kings,Memphis Grizzlies
"Sat, Jan 21, 2012 7:30 pm",Philadelphia 76ers,Miami Heat
"Sat, Jan 21, 2012 8:00 pm",Oklahoma City Thunder,New Jersey Nets
"Sat, Jan 21, 2012 7:00 pm",Dallas Mavericks,New Orleans Hornets
"Sat, Jan 21, 2012 7:30 pm",Denver Nuggets,New York Knicks
"Sat, Jan 21, 2012 7:00 pm",Minnesota Timberwolves,Utah Jazz
"Sun, Jan 22, 2012 12:30 pm",Toronto Raptors,Los Angeles Clippers
"Sun, Jan 22, 2012 6:30 pm",Indiana Pacers,Los Angeles Lakers
"Sun, Jan 22, 2012 6:00 pm",Milwaukee Bucks,Miami Heat
"Sun, Jan 22, 2012 6:00 pm",Charlotte Bobcats,New Jersey Nets
"Sun, Jan 22, 2012 1:00 pm",Boston Celtics,Washington Wizards
"Mon, Jan 23, 2012 7:30 pm",Orlando Magic,Boston Celtics
"Mon, Jan 23, 2012 7:00 pm",New Jersey Nets,Chicago Bulls
"Mon, Jan 23, 2012 7:30 pm",Phoenix Suns,Dallas Mavericks
"Mon, Jan 23, 2012 7:30 pm",Memphis Grizzlies,Golden State Warriors
"Mon, Jan 23, 2012 7:00 pm",Atlanta Hawks,Milwaukee Bucks
"Mon, Jan 23, 2012 7:00 pm",Houston Rockets,Minnesota Timberwolves
"Mon, Jan 23, 2012 7:00 pm",San Antonio Spurs,New Orleans Hornets
"Mon, Jan 23, 2012 7:00 pm",Detroit Pistons,Oklahoma City Thunder
"Mon, Jan 23, 2012 7:00 pm",Washington Wizards,Philadelphia 76ers
"Mon, Jan 23, 2012 7:00 pm",Sacramento Kings,Portland Trail Blazers
"Tue, Jan 24, 2012 7:00 pm",New York Knicks,Charlotte Bobcats
"Tue, Jan 24, 2012 7:00 pm",Orlando Magic,Indiana Pacers
"Tue, Jan 24, 2012 7:30 pm",Cleveland Cavaliers,Miami Heat
"Tue, Jan 24, 2012 7:00 pm",Toronto Raptors,Phoenix Suns
"Tue, Jan 24, 2012 7:00 pm",Memphis Grizzlies,Portland Trail Blazers
"Wed, Jan 25, 2012 7:00 pm",Indiana Pacers,Chicago Bulls
"Wed, Jan 25, 2012 7:00 pm",New York Knicks,Cleveland Cavaliers
"Wed, Jan 25, 2012 7:30 pm",Minnesota Timberwolves,Dallas Mavericks
"Wed, Jan 25, 2012 7:30 pm",Miami Heat,Detroit Pistons
"Wed, Jan 25, 2012 7:30 pm",Portland Trail Blazers,Golden State Warriors
"Wed, Jan 25, 2012 7:00 pm",Milwaukee Bucks,Houston Rockets
"Wed, Jan 25, 2012 7:30 pm",Los Angeles Clippers,Los Angeles Lakers
"Wed, Jan 25, 2012 7:00 pm",New Orleans Hornets,Oklahoma City Thunder
"Wed, Jan 25, 2012 7:00 pm",New Jersey Nets,Philadelphia 76ers
"Wed, Jan 25, 2012 7:00 pm",Denver Nuggets,Sacramento Kings
"Wed, Jan 25, 2012 7:30 pm",Atlanta Hawks,San Antonio Spurs
"Wed, Jan 25, 2012 7:00 pm",Toronto Raptors,Utah Jazz
"Wed, Jan 25, 2012 7:00 pm",Charlotte Bobcats,Washington Wizards
"Thu, Jan 26, 2012 7:30 pm",Memphis Grizzlies,Los Angeles Clippers
"Thu, Jan 26, 2012 8:00 pm",Boston Celtics,Orlando Magic
"Fri, Jan 27, 2012 7:30 pm",Indiana Pacers,Boston Celtics
"Fri, Jan 27, 2012 7:00 pm",Milwaukee Bucks,Chicago Bulls
"Fri, Jan 27, 2012 7:30 pm",New Jersey Nets,Cleveland Cavaliers
"Fri, Jan 27, 2012 7:30 pm",Utah Jazz,Dallas Mavericks
"Fri, Jan 27, 2012 7:00 pm",Toronto Raptors,Denver Nuggets
"Fri, Jan 27, 2012 7:30 pm",Atlanta Hawks,Detroit Pistons
"Fri, Jan 27, 2012 7:30 pm",Oklahoma City Thunder,Golden State Warriors
"Fri, Jan 27, 2012 7:00 pm",Washington Wizards,Houston Rockets
"Fri, Jan 27, 2012 8:00 pm",New York Knicks,Miami Heat
"Fri, Jan 27, 2012 7:00 pm",San Antonio Spurs,Minnesota Timberwolves
"Fri, Jan 27, 2012 7:00 pm",Orlando Magic,New Orleans Hornets
"Fri, Jan 27, 2012 7:00 pm",Charlotte Bobcats,Philadelphia 76ers
"Fri, Jan 27, 2012 7:00 pm",Phoenix Suns,Portland Trail Blazers
"Sat, Jan 28, 2012 7:00 pm",Washington Wizards,Charlotte Bobcats
"Sat, Jan 28, 2012 7:00 pm",New York Knicks,Houston Rockets
"Sat, Jan 28, 2012 7:30 pm",Los Angeles Lakers,Milwaukee Bucks
"Sat, Jan 28, 2012 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Sat, Jan 28, 2012 7:00 pm",Memphis Grizzlies,Phoenix Suns
"Sat, Jan 28, 2012 7:00 pm",Sacramento Kings,Utah Jazz
"Sun, Jan 29, 2012 6:00 pm",Cleveland Cavaliers,Boston Celtics
"Sun, Jan 29, 2012 5:30 pm",San Antonio Spurs,Dallas Mavericks
"Sun, Jan 29, 2012 6:00 pm",Los Angeles Clippers,Denver Nuggets
"Sun, Jan 29, 2012 3:30 pm",Chicago Bulls,Miami Heat
"Sun, Jan 29, 2012 6:00 pm",Los Angeles Lakers,Minnesota Timberwolves
"Sun, Jan 29, 2012 6:00 pm",Toronto Raptors,New Jersey Nets
"Sun, Jan 29, 2012 6:00 pm",Atlanta Hawks,New Orleans Hornets
"Sun, Jan 29, 2012 6:00 pm",Indiana Pacers,Orlando Magic
"Mon, Jan 30, 2012 7:00 pm",Minnesota Timberwolves,Houston Rockets
"Mon, Jan 30, 2012 7:30 pm",Oklahoma City Thunder,Los Angeles Clippers
"Mon, Jan 30, 2012 7:00 pm",San Antonio Spurs,Memphis Grizzlies
"Mon, Jan 30, 2012 7:30 pm",New Orleans Hornets,Miami Heat
"Mon, Jan 30, 2012 7:00 pm",Detroit Pistons,Milwaukee Bucks
"Mon, Jan 30, 2012 7:00 pm",Orlando Magic,Philadelphia 76ers
"Mon, Jan 30, 2012 7:00 pm",Dallas Mavericks,Phoenix Suns
"Mon, Jan 30, 2012 7:00 pm",Portland Trail Blazers,Utah Jazz
"Mon, Jan 30, 2012 7:00 pm",Chicago Bulls,Washington Wizards
"Tue, Jan 31, 2012 7:00 pm",Boston Celtics,Cleveland Cavaliers
"Tue, Jan 31, 2012 7:30 pm",Sacramento Kings,Golden State Warriors
"Tue, Jan 31, 2012 7:00 pm",New Jersey Nets,Indiana Pacers
"Tue, Jan 31, 2012 7:30 pm",Charlotte Bobcats,Los Angeles Lakers
"Tue, Jan 31, 2012 7:00 pm",Denver Nuggets,Memphis Grizzlies
"Tue, Jan 31, 2012 7:30 pm",Detroit Pistons,New York Knicks
"Tue, Jan 31, 2012 7:00 pm",Atlanta Hawks,Toronto Raptors
"Wed, Feb 1, 2012 7:30 pm",Toronto Raptors,Boston Celtics
"Wed, Feb 1, 2012 7:00 pm",Oklahoma City Thunder,Dallas Mavericks
"Wed, Feb 1, 2012 7:00 pm",Miami Heat,Milwaukee Bucks
"Wed, Feb 1, 2012 7:00 pm",Indiana Pacers,Minnesota Timberwolves
"Wed, Feb 1, 2012 7:30 pm",Detroit Pistons,New Jersey Nets
"Wed, Feb 1, 2012 7:00 pm",Phoenix Suns,New Orleans Hornets
"Wed, Feb 1, 2012 7:00 pm",Washington Wizards,Orlando Magic
"Wed, Feb 1, 2012 7:00 pm",Chicago Bulls,Philadelphia 76ers
"Wed, Feb 1, 2012 7:00 pm",Charlotte Bobcats,Portland Trail Blazers
"Wed, Feb 1, 2012 7:30 pm",Houston Rockets,San Antonio Spurs
"Wed, Feb 1, 2012 8:30 pm",Los Angeles Clippers,Utah Jazz
"Thu, Feb 2, 2012 7:30 pm",Memphis Grizzlies,Atlanta Hawks
"Thu, Feb 2, 2012 7:30 pm",Utah Jazz,Golden State Warriors
"Thu, Feb 2, 2012 7:30 pm",Denver Nuggets,Los Angeles Clippers
"Thu, Feb 2, 2012 8:00 pm",Chicago Bulls,New York Knicks
"Thu, Feb 2, 2012 7:00 pm",Portland Trail Blazers,Sacramento Kings
"Thu, Feb 2, 2012 7:30 pm",New Orleans Hornets,San Antonio Spurs
"Fri, Feb 3, 2012 8:00 pm",New York Knicks,Boston Celtics
"Fri, Feb 3, 2012 7:30 pm",Indiana Pacers,Dallas Mavericks
"Fri, Feb 3, 2012 8:30 pm",Los Angeles Lakers,Denver Nuggets
"Fri, Feb 3, 2012 7:30 pm",Milwaukee Bucks,Detroit Pistons
"Fri, Feb 3, 2012 7:00 pm",Phoenix Suns,Houston Rockets
"Fri, Feb 3, 2012 7:30 pm",Minnesota Timberwolves,New Jersey Nets
"Fri, Feb 3, 2012 7:00 pm",Memphis Grizzlies,Oklahoma City Thunder
"Fri, Feb 3, 2012 7:00 pm",Cleveland Cavaliers,Orlando Magic
