DateTime,Away,Home
"Mon, Nov 12, 2012 7:00 pm",Atlanta Hawks,Portland Trail Blazers
"Mon, Nov 12, 2012 7:00 pm",Utah Jazz,Toronto Raptors
"Tue, Nov 13, 2012 7:30 pm",Cleveland Cavaliers,Brooklyn Nets
"Tue, Nov 13, 2012 7:00 pm",Washington Wizards,Charlotte Bobcats
"Tue, Nov 13, 2012 7:00 pm",Toronto Raptors,Indiana Pacers
"Tue, Nov 13, 2012 7:30 pm",San Antonio Spurs,Los Angeles Lakers
"Tue, Nov 13, 2012 7:00 pm",New York Knicks,Orlando Magic
"Tue, Nov 13, 2012 7:00 pm",Portland Trail Blazers,Sacramento Kings
"Wed, Nov 14, 2012 7:30 pm",Utah Jazz,Boston Celtics
"Wed, Nov 14, 2012 7:30 pm",Washington Wizards,Dallas Mavericks
"Wed, Nov 14, 2012 7:30 pm",Atlanta Hawks,Golden State Warriors
"Wed, Nov 14, 2012 7:00 pm",New Orleans Hornets,Houston Rockets
"Wed, Nov 14, 2012 7:30 pm",Miami Heat,Los Angeles Clippers
"Wed, Nov 14, 2012 7:00 pm",Indiana Pacers,Milwaukee Bucks
"Wed, Nov 14, 2012 7:00 pm",Charlotte Bobcats,Minnesota Timberwolves
"Wed, Nov 14, 2012 7:00 pm",Memphis Grizzlies,Oklahoma City Thunder
"Wed, Nov 14, 2012 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Wed, Nov 14, 2012 7:00 pm",Chicago Bulls,Phoenix Suns
"Thu, Nov 15, 2012 8:00 pm",Boston Celtics,Brooklyn Nets
"Thu, Nov 15, 2012 8:30 pm",Miami Heat,Denver Nuggets
"Thu, Nov 15, 2012 7:30 pm",New York Knicks,San Antonio Spurs
"Fri, Nov 16, 2012 7:30 pm",Orlando Magic,Detroit Pistons
"Fri, Nov 16, 2012 7:00 pm",Dallas Mavericks,Indiana Pacers
"Fri, Nov 16, 2012 7:30 pm",Phoenix Suns,Los Angeles Lakers
"Fri, Nov 16, 2012 8:30 pm",New York Knicks,Memphis Grizzlies
"Fri, Nov 16, 2012 7:00 pm",Golden State Warriors,Minnesota Timberwolves
"Fri, Nov 16, 2012 7:00 pm",Oklahoma City Thunder,New Orleans Hornets
"Fri, Nov 16, 2012 7:00 pm",Utah Jazz,Philadelphia 76ers
"Fri, Nov 16, 2012 7:00 pm",Houston Rockets,Portland Trail Blazers
"Fri, Nov 16, 2012 7:00 pm",Atlanta Hawks,Sacramento Kings
"Sat, Nov 17, 2012 12:30 pm",Toronto Raptors,Boston Celtics
"Sat, Nov 17, 2012 7:30 pm",Memphis Grizzlies,Charlotte Bobcats
"Sat, Nov 17, 2012 7:30 pm",Dallas Mavericks,Cleveland Cavaliers
"Sat, Nov 17, 2012 6:00 pm",Chicago Bulls,Los Angeles Clippers
"Sat, Nov 17, 2012 7:30 pm",New Orleans Hornets,Milwaukee Bucks
"Sat, Nov 17, 2012 7:00 pm",Miami Heat,Phoenix Suns
"Sat, Nov 17, 2012 7:30 pm",Denver Nuggets,San Antonio Spurs
"Sat, Nov 17, 2012 7:00 pm",Utah Jazz,Washington Wizards
"Sun, Nov 18, 2012 7:30 pm",Boston Celtics,Detroit Pistons
"Sun, Nov 18, 2012 6:30 pm",Houston Rockets,Los Angeles Lakers
"Sun, Nov 18, 2012 12:00 pm",Indiana Pacers,New York Knicks
"Sun, Nov 18, 2012 6:00 pm",Golden State Warriors,Oklahoma City Thunder
"Sun, Nov 18, 2012 6:00 pm",Cleveland Cavaliers,Philadelphia 76ers
"Sun, Nov 18, 2012 6:00 pm",Chicago Bulls,Portland Trail Blazers
"Sun, Nov 18, 2012 3:00 pm",Brooklyn Nets,Sacramento Kings
"Sun, Nov 18, 2012 1:00 pm",Orlando Magic,Toronto Raptors
"Mon, Nov 19, 2012 7:30 pm",Orlando Magic,Atlanta Hawks
"Mon, Nov 19, 2012 7:00 pm",Milwaukee Bucks,Charlotte Bobcats
"Mon, Nov 19, 2012 7:30 pm",Golden State Warriors,Dallas Mavericks
"Mon, Nov 19, 2012 7:00 pm",Denver Nuggets,Memphis Grizzlies
"Mon, Nov 19, 2012 7:30 pm",Los Angeles Clippers,San Antonio Spurs
"Mon, Nov 19, 2012 7:00 pm",Houston Rockets,Utah Jazz
"Mon, Nov 19, 2012 7:00 pm",Indiana Pacers,Washington Wizards
"Tue, Nov 20, 2012 7:30 pm",Brooklyn Nets,Los Angeles Lakers
"Tue, Nov 20, 2012 7:00 pm",New York Knicks,New Orleans Hornets
"Tue, Nov 20, 2012 7:00 pm",Toronto Raptors,Philadelphia 76ers
"Wed, Nov 21, 2012 7:30 pm",Washington Wizards,Atlanta Hawks
"Wed, Nov 21, 2012 7:30 pm",San Antonio Spurs,Boston Celtics
"Wed, Nov 21, 2012 7:00 pm",Toronto Raptors,Charlotte Bobcats
"Wed, Nov 21, 2012 7:00 pm",Philadelphia 76ers,Cleveland Cavaliers
"Wed, Nov 21, 2012 7:30 pm",New York Knicks,Dallas Mavericks
"Wed, Nov 21, 2012 7:30 pm",Brooklyn Nets,Golden State Warriors
"Wed, Nov 21, 2012 7:00 pm",Chicago Bulls,Houston Rockets
"Wed, Nov 21, 2012 7:00 pm",New Orleans Hornets,Indiana Pacers
"Wed, Nov 21, 2012 7:30 pm",Milwaukee Bucks,Miami Heat
"Wed, Nov 21, 2012 7:00 pm",Denver Nuggets,Minnesota Timberwolves
"Wed, Nov 21, 2012 6:30 pm",Los Angeles Clippers,Oklahoma City Thunder
"Wed, Nov 21, 2012 7:00 pm",Detroit Pistons,Orlando Magic
"Wed, Nov 21, 2012 7:00 pm",Portland Trail Blazers,Phoenix Suns
"Wed, Nov 21, 2012 7:00 pm",Los Angeles Lakers,Sacramento Kings
"Fri, Nov 23, 2012 7:30 pm",Oklahoma City Thunder,Boston Celtics
"Fri, Nov 23, 2012 7:30 pm",Los Angeles Clippers,Brooklyn Nets
"Fri, Nov 23, 2012 7:00 pm",Atlanta Hawks,Charlotte Bobcats
"Fri, Nov 23, 2012 7:00 pm",Golden State Warriors,Denver Nuggets
"Fri, Nov 23, 2012 7:30 pm",Toronto Raptors,Detroit Pistons
"Fri, Nov 23, 2012 7:00 pm",New York Knicks,Houston Rockets
"Fri, Nov 23, 2012 8:00 pm",San Antonio Spurs,Indiana Pacers
"Fri, Nov 23, 2012 7:00 pm",Los Angeles Lakers,Memphis Grizzlies
"Fri, Nov 23, 2012 7:00 pm",Cleveland Cavaliers,Orlando Magic
"Fri, Nov 23, 2012 7:00 pm",New Orleans Hornets,Phoenix Suns
"Fri, Nov 23, 2012 7:00 pm",Minnesota Timberwolves,Portland Trail Blazers
"Fri, Nov 23, 2012 7:00 pm",Sacramento Kings,Utah Jazz
"Sat, Nov 24, 2012 7:00 pm",Los Angeles Clippers,Atlanta Hawks
"Sat, Nov 24, 2012 7:30 pm",Los Angeles Lakers,Dallas Mavericks
"Sat, Nov 24, 2012 7:30 pm",Minnesota Timberwolves,Golden State Warriors
"Sat, Nov 24, 2012 7:30 pm",Cleveland Cavaliers,Miami Heat
"Sat, Nov 24, 2012 8:00 pm",Chicago Bulls,Milwaukee Bucks
"Sat, Nov 24, 2012 7:00 pm",Oklahoma City Thunder,Philadelphia 76ers
"Sat, Nov 24, 2012 7:00 pm",Utah Jazz,Sacramento Kings
"Sat, Nov 24, 2012 7:00 pm",Charlotte Bobcats,Washington Wizards
"Sun, Nov 25, 2012 3:00 pm",Portland Trail Blazers,Brooklyn Nets
"Sun, Nov 25, 2012 6:00 pm",New Orleans Hornets,Denver Nuggets
"Sun, Nov 25, 2012 1:00 pm",Detroit Pistons,New York Knicks
"Sun, Nov 25, 2012 6:00 pm",Boston Celtics,Orlando Magic
"Sun, Nov 25, 2012 6:00 pm",Phoenix Suns,Philadelphia 76ers
"Sun, Nov 25, 2012 1:00 pm",San Antonio Spurs,Toronto Raptors
"Mon, Nov 26, 2012 7:00 pm",New York Knicks,Brooklyn Nets
"Mon, Nov 26, 2012 7:00 pm",Milwaukee Bucks,Chicago Bulls
"Mon, Nov 26, 2012 7:30 pm",Portland Trail Blazers,Detroit Pistons
"Mon, Nov 26, 2012 7:30 pm",New Orleans Hornets,Los Angeles Clippers
"Mon, Nov 26, 2012 7:00 pm",Cleveland Cavaliers,Memphis Grizzlies
"Mon, Nov 26, 2012 7:00 pm",Charlotte Bobcats,Oklahoma City Thunder
"Mon, Nov 26, 2012 7:00 pm",Denver Nuggets,Utah Jazz
"Mon, Nov 26, 2012 7:00 pm",San Antonio Spurs,Washington Wizards
"Tue, Nov 27, 2012 7:00 pm",Phoenix Suns,Cleveland Cavaliers
"Tue, Nov 27, 2012 7:00 pm",Toronto Raptors,Houston Rockets
"Tue, Nov 27, 2012 7:30 pm",Indiana Pacers,Los Angeles Lakers
"Tue, Nov 27, 2012 7:00 pm",Dallas Mavericks,Philadelphia 76ers
"Tue, Nov 27, 2012 7:00 pm",Minnesota Timberwolves,Sacramento Kings
"Wed, Nov 28, 2012 7:30 pm",Charlotte Bobcats,Atlanta Hawks
"Wed, Nov 28, 2012 7:30 pm",Brooklyn Nets,Boston Celtics
"Wed, Nov 28, 2012 7:00 pm",Dallas Mavericks,Chicago Bulls
"Wed, Nov 28, 2012 7:30 pm",Phoenix Suns,Detroit Pistons
"Wed, Nov 28, 2012 7:30 pm",Minnesota Timberwolves,Los Angeles Clippers
"Wed, Nov 28, 2012 7:00 pm",Toronto Raptors,Memphis Grizzlies
"Wed, Nov 28, 2012 7:00 pm",New York Knicks,Milwaukee Bucks
"Wed, Nov 28, 2012 7:00 pm",Utah Jazz,New Orleans Hornets
"Wed, Nov 28, 2012 7:00 pm",Houston Rockets,Oklahoma City Thunder
"Wed, Nov 28, 2012 7:00 pm",San Antonio Spurs,Orlando Magic
"Wed, Nov 28, 2012 7:00 pm",Portland Trail Blazers,Washington Wizards
"Thu, Nov 29, 2012 7:30 pm",Denver Nuggets,Golden State Warriors
"Thu, Nov 29, 2012 8:00 pm",San Antonio Spurs,Miami Heat
"Fri, Nov 30, 2012 7:30 pm",Cleveland Cavaliers,Atlanta Hawks
"Fri, Nov 30, 2012 7:30 pm",Portland Trail Blazers,Boston Celtics
"Fri, Nov 30, 2012 7:00 pm",Philadelphia 76ers,Charlotte Bobcats
"Fri, Nov 30, 2012 7:30 pm",Denver Nuggets,Los Angeles Lakers
"Fri, Nov 30, 2012 7:00 pm",Detroit Pistons,Memphis Grizzlies
"Fri, Nov 30, 2012 7:00 pm",Milwaukee Bucks,Minnesota Timberwolves
"Fri, Nov 30, 2012 7:30 pm",Washington Wizards,New York Knicks
"Fri, Nov 30, 2012 7:00 pm",Utah Jazz,Oklahoma City Thunder
"Fri, Nov 30, 2012 7:00 pm",Brooklyn Nets,Orlando Magic
"Fri, Nov 30, 2012 7:00 pm",Indiana Pacers,Sacramento Kings
"Fri, Nov 30, 2012 7:00 pm",Phoenix Suns,Toronto Raptors
"Sat, Dec 1, 2012 7:00 pm",Philadelphia 76ers,Chicago Bulls
"Sat, Dec 1, 2012 7:30 pm",Portland Trail Blazers,Cleveland Cavaliers
"Sat, Dec 1, 2012 8:00 pm",Detroit Pistons,Dallas Mavericks
"Sat, Dec 1, 2012 7:30 pm",Indiana Pacers,Golden State Warriors
"Sat, Dec 1, 2012 7:00 pm",Utah Jazz,Houston Rockets
"Sat, Dec 1, 2012 7:30 pm",Sacramento Kings,Los Angeles Clippers
"Sat, Dec 1, 2012 7:30 pm",Brooklyn Nets,Miami Heat
"Sat, Dec 1, 2012 7:30 pm",Boston Celtics,Milwaukee Bucks
"Sat, Dec 1, 2012 7:00 pm",Oklahoma City Thunder,New Orleans Hornets
"Sat, Dec 1, 2012 7:30 pm",Memphis Grizzlies,San Antonio Spurs
"Sun, Dec 2, 2012 6:30 pm",Orlando Magic,Los Angeles Lakers
"Sun, Dec 2, 2012 12:00 pm",Phoenix Suns,New York Knicks
"Mon, Dec 3, 2012 7:00 pm",Portland Trail Blazers,Charlotte Bobcats
"Mon, Dec 3, 2012 7:00 pm",Toronto Raptors,Denver Nuggets
"Mon, Dec 3, 2012 7:30 pm",Cleveland Cavaliers,Detroit Pistons
"Mon, Dec 3, 2012 7:30 pm",Orlando Magic,Golden State Warriors
"Mon, Dec 3, 2012 7:00 pm",Milwaukee Bucks,New Orleans Hornets
"Mon, Dec 3, 2012 7:00 pm",Los Angeles Clippers,Utah Jazz
"Tue, Dec 4, 2012 7:30 pm",Oklahoma City Thunder,Brooklyn Nets
"Tue, Dec 4, 2012 7:00 pm",Indiana Pacers,Chicago Bulls
"Tue, Dec 4, 2012 7:00 pm",Los Angeles Lakers,Houston Rockets
"Tue, Dec 4, 2012 7:00 pm",Phoenix Suns,Memphis Grizzlies
"Tue, Dec 4, 2012 7:00 pm",Minnesota Timberwolves,Philadelphia 76ers
"Tue, Dec 4, 2012 7:00 pm",Miami Heat,Washington Wizards
"Wed, Dec 5, 2012 8:00 pm",Denver Nuggets,Atlanta Hawks
"Wed, Dec 5, 2012 7:30 pm",Minnesota Timberwolves,Boston Celtics
"Wed, Dec 5, 2012 7:00 pm",New York Knicks,Charlotte Bobcats
"Wed, Dec 5, 2012 8:00 pm",Chicago Bulls,Cleveland Cavaliers
"Wed, Dec 5, 2012 7:30 pm",Golden State Warriors,Detroit Pistons
"Wed, Dec 5, 2012 7:00 pm",Portland Trail Blazers,Indiana Pacers
"Wed, Dec 5, 2012 7:30 pm",Dallas Mavericks,Los Angeles Clippers
"Wed, Dec 5, 2012 7:00 pm",Los Angeles Lakers,New Orleans Hornets
"Wed, Dec 5, 2012 7:00 pm",Toronto Raptors,Sacramento Kings
"Wed, Dec 5, 2012 7:30 pm",Milwaukee Bucks,San Antonio Spurs
"Wed, Dec 5, 2012 7:00 pm",Orlando Magic,Utah Jazz
"Thu, Dec 6, 2012 8:00 pm",New York Knicks,Miami Heat
"Thu, Dec 6, 2012 8:30 pm",Dallas Mavericks,Phoenix Suns
"Fri, Dec 7, 2012 7:30 pm",Washington Wizards,Atlanta Hawks
"Fri, Dec 7, 2012 7:30 pm",Golden State Warriors,Brooklyn Nets
"Fri, Dec 7, 2012 7:30 pm",Chicago Bulls,Detroit Pistons
"Fri, Dec 7, 2012 7:00 pm",Denver Nuggets,Indiana Pacers
"Fri, Dec 7, 2012 7:30 pm",Charlotte Bobcats,Milwaukee Bucks
"Fri, Dec 7, 2012 7:00 pm",Cleveland Cavaliers,Minnesota Timberwolves
"Fri, Dec 7, 2012 7:00 pm",Memphis Grizzlies,New Orleans Hornets
"Fri, Dec 7, 2012 8:30 pm",Los Angeles Lakers,Oklahoma City Thunder
"Fri, Dec 7, 2012 7:00 pm",Boston Celtics,Philadelphia 76ers
"Fri, Dec 7, 2012 7:00 pm",Orlando Magic,Sacramento Kings
"Fri, Dec 7, 2012 7:30 pm",Houston Rockets,San Antonio Spurs
"Fri, Dec 7, 2012 7:00 pm",Toronto Raptors,Utah Jazz
"Sat, Dec 8, 2012 7:30 pm",Philadelphia 76ers,Boston Celtics
"Sat, Dec 8, 2012 7:00 pm",San Antonio Spurs,Charlotte Bobcats
"Sat, Dec 8, 2012 7:00 pm",New York Knicks,Chicago Bulls
"Sat, Dec 8, 2012 7:30 pm",Detroit Pistons,Cleveland Cavaliers
"Sat, Dec 8, 2012 7:00 pm",Dallas Mavericks,Houston Rockets
"Sat, Dec 8, 2012 12:30 pm",Phoenix Suns,Los Angeles Clippers
"Sat, Dec 8, 2012 7:00 pm",Atlanta Hawks,Memphis Grizzlies
"Sat, Dec 8, 2012 7:30 pm",New Orleans Hornets,Miami Heat
"Sat, Dec 8, 2012 7:00 pm",Sacramento Kings,Portland Trail Blazers
"Sat, Dec 8, 2012 7:00 pm",Golden State Warriors,Washington Wizards
"Sun, Dec 9, 2012 6:00 pm",Milwaukee Bucks,Brooklyn Nets
"Sun, Dec 9, 2012 12:30 pm",Toronto Raptors,Los Angeles Clippers
"Sun, Dec 9, 2012 6:30 pm",Utah Jazz,Los Angeles Lakers
"Sun, Dec 9, 2012 7:30 pm",Denver Nuggets,New York Knicks
"Sun, Dec 9, 2012 6:00 pm",Indiana Pacers,Oklahoma City Thunder
"Sun, Dec 9, 2012 6:00 pm",Orlando Magic,Phoenix Suns
"Mon, Dec 10, 2012 7:00 pm",Golden State Warriors,Charlotte Bobcats
"Mon, Dec 10, 2012 7:30 pm",Sacramento Kings,Dallas Mavericks
"Mon, Dec 10, 2012 7:00 pm",San Antonio Spurs,Houston Rockets
"Mon, Dec 10, 2012 7:30 pm",Atlanta Hawks,Miami Heat
"Mon, Dec 10, 2012 7:00 pm",Detroit Pistons,Philadelphia 76ers
"Mon, Dec 10, 2012 7:00 pm",Toronto Raptors,Portland Trail Blazers
"Tue, Dec 11, 2012 7:00 pm",New York Knicks,Brooklyn Nets
"Tue, Dec 11, 2012 8:30 pm",Los Angeles Clippers,Chicago Bulls
"Tue, Dec 11, 2012 7:00 pm",Los Angeles Lakers,Cleveland Cavaliers
"Tue, Dec 11, 2012 7:30 pm",Denver Nuggets,Detroit Pistons
"Tue, Dec 11, 2012 7:00 pm",Washington Wizards,New Orleans Hornets
"Wed, Dec 12, 2012 8:00 pm",Dallas Mavericks,Boston Celtics
"Wed, Dec 12, 2012 7:30 pm",Los Angeles Clippers,Charlotte Bobcats
"Wed, Dec 12, 2012 7:00 pm",Washington Wizards,Houston Rockets
"Wed, Dec 12, 2012 7:00 pm",Cleveland Cavaliers,Indiana Pacers
"Wed, Dec 12, 2012 7:30 pm",Golden State Warriors,Miami Heat
"Wed, Dec 12, 2012 7:00 pm",Sacramento Kings,Milwaukee Bucks
"Wed, Dec 12, 2012 7:00 pm",Denver Nuggets,Minnesota Timberwolves
"Wed, Dec 12, 2012 7:00 pm",New Orleans Hornets,Oklahoma City Thunder
"Wed, Dec 12, 2012 7:00 pm",Atlanta Hawks,Orlando Magic
"Wed, Dec 12, 2012 7:30 pm",Chicago Bulls,Philadelphia 76ers
"Wed, Dec 12, 2012 7:00 pm",Memphis Grizzlies,Phoenix Suns
"Wed, Dec 12, 2012 7:00 pm",Brooklyn Nets,Toronto Raptors
"Wed, Dec 12, 2012 8:30 pm",San Antonio Spurs,Utah Jazz
"Thu, Dec 13, 2012 7:30 pm",Charlotte Bobcats,Atlanta Hawks
"Thu, Dec 13, 2012 8:00 pm",Los Angeles Lakers,New York Knicks
"Thu, Dec 13, 2012 7:30 pm",San Antonio Spurs,Portland Trail Blazers
"Fri, Dec 14, 2012 7:30 pm",Detroit Pistons,Brooklyn Nets
"Fri, Dec 14, 2012 7:30 pm",Milwaukee Bucks,Cleveland Cavaliers
"Fri, Dec 14, 2012 8:30 pm",Memphis Grizzlies,Denver Nuggets
"Fri, Dec 14, 2012 7:00 pm",Boston Celtics,Houston Rockets
"Fri, Dec 14, 2012 7:00 pm",Philadelphia 76ers,Indiana Pacers
"Fri, Dec 14, 2012 7:00 pm",Minnesota Timberwolves,New Orleans Hornets
"Fri, Dec 14, 2012 7:00 pm",Sacramento Kings,Oklahoma City Thunder
"Fri, Dec 14, 2012 7:00 pm",Golden State Warriors,Orlando Magic
"Fri, Dec 14, 2012 7:00 pm",Utah Jazz,Phoenix Suns
"Fri, Dec 14, 2012 7:00 pm",Dallas Mavericks,Toronto Raptors
"Fri, Dec 14, 2012 7:00 pm",Los Angeles Lakers,Washington Wizards
"Sat, Dec 15, 2012 7:00 pm",Golden State Warriors,Atlanta Hawks
"Sat, Dec 15, 2012 7:30 pm",Orlando Magic,Charlotte Bobcats
"Sat, Dec 15, 2012 7:00 pm",Brooklyn Nets,Chicago Bulls
